Year,Team,PlayerID,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W
1965,Sankei Swallows,arakaw000iwa,Iwao Arakawa,23,0,0,NA,9,1,0,1,0,0,NA,1,0,1,1,0,1,0,0,1,0,0,5,1,0,0,9,0,0
1965,Sankei Swallows,hanzaw000shi,Shiro Hanzawa,20,1,0,1,0.68,3,2,1,1,0,NA,13.1,7,1,1,0,6,0,12,2,0,0,52,0.975,4.7,0,4.1,8.1,2
1965,Sankei Swallows,hosoda000mas,Masahiko Hosoda,18,0,0,NA,1.04,6,0,1,0,0,NA,8.2,5,1,1,0,0,0,3,0,0,0,30,0.577,5.2,0,0,3.1,NA
1965,Sankei Swallows,ishido000shi,Shiroku Ishido,24,8,18,0.308,3.05,56,20,14,4,1,NA,195,178,70,66,10,43,4,74,6,1,3,787,1.133,8.2,0.5,2,3.4,1.72
1965,Sankei Swallows,ishiok000koz,Kozo Ishioka,24,0,4,0,4.75,27,8,10,0,0,NA,53,59,29,28,6,18,0,39,1,0,1,233,1.453,10,1,3.1,6.6,2.17
1965,Sankei Swallows,morita002yos,Yoshimi Moritaki,27,0,4,0,4.98,16,6,6,0,0,NA,34.1,46,21,19,1,7,0,9,1,0,1,152,1.544,12.1,0.3,1.8,2.4,1.29
1965,Sankei Swallows,murata000gen,Genichi Murata,27,6,11,0.353,3.9,23,17,2,5,0,NA,110.2,122,50,48,15,21,1,31,4,0,0,470,1.292,9.9,1.2,1.7,2.5,1.48
1965,Sankei Swallows,nanamo000yos,Yoshiyasu Nanamori*,21,0,0,NA,11.37,5,1,2,0,0,NA,6.1,11,10,8,2,4,0,2,0,0,0,35,2.368,15.6,2.8,5.7,2.8,0.5
1965,Sankei Swallows,aizawa000mas,Masaru Ogata,25,0,3,0,4.29,39,1,19,0,0,NA,63,67,40,30,8,21,0,23,1,0,2,275,1.397,9.6,1.1,3,3.3,1.1
1965,Sankei Swallows,sato--000sus,Susumu Sato,22,13,17,0.433,2.62,53,30,13,13,3,NA,237,207,79,69,17,61,3,83,6,1,0,964,1.131,7.9,0.6,2.3,3.2,1.36
1965,Sankei Swallows,shibut000sei,Seiji Shibutani*,26,8,22,0.267,3.51,56,34,10,4,1,NA,258.2,239,110,101,21,98,5,128,3,0,6,1071,1.303,8.3,0.7,3.4,4.5,1.31
1965,Sankei Swallows,suzuki000kiy,Kiyotake Suzuki,24,3,4,0.429,3.51,49,3,19,0,0,NA,89.2,59,40,35,12,42,1,96,1,1,1,363,1.126,5.9,1.2,4.2,9.6,2.29
1965,Sankei Swallows,tanigu000kat,Katsunori Taniguchi,21,0,0,NA,0,1,0,0,0,0,NA,0.1,2,0,0,0,0,0,1,0,0,0,3,6,54,0,0,27,NA
1965,Sankei Swallows,tatsum000haj,Hajimu Tatsumi*,29,4,7,0.364,3.26,43,16,8,2,0,NA,154.2,152,67,56,15,47,2,78,4,2,0,646,1.287,8.8,0.9,2.7,4.5,1.66
1965,Sankei Swallows,watana000kaz,Kazushi Watanabe*,24,1,1,0.5,4.3,19,2,5,0,0,NA,29.1,34,14,14,3,9,0,11,0,1,2,124,1.466,10.4,0.9,2.8,3.4,1.22
