Year,Team,PlayerID,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W
1956,Takahashi Unions,aizawa000sus,Susumu Aizawa,26,1,2,0.333,4.71,23,2,10,0,0,NA,57.1,69,34,30,8,16,0,14,1,0,0,248,1.483,10.8,1.3,2.5,2.2,0.88
1956,Takahashi Unions,hasega000hir,Hiroshi Hasegawa,19,0,0,NA,0,1,0,1,0,0,NA,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,9,0,0
1956,Takahashi Unions,iio---000tak,Takao Iio,22,3,16,0.158,3.51,47,20,15,4,1,NA,179.2,193,84,70,15,40,2,96,3,1,1,766,1.297,9.7,0.8,2,4.8,2.4
1956,Takahashi Unions,itoh--001shi,Shiro Ito,23,21,19,0.525,2,65,23,36,10,2,NA,323.2,244,95,72,14,71,9,177,8,0,5,1261,0.973,6.8,0.4,2,4.9,2.49
1956,Takahashi Unions,miyaza002kaz,Kazuo Miyazaki,23,2,4,0.333,4,33,6,14,0,0,NA,90,101,47,40,4,33,2,39,0,1,5,395,1.489,10.1,0.4,3.3,3.9,1.18
1956,Takahashi Unions,nakano002tak,Takao Nakano,24,11,19,0.367,3.1,51,38,10,1,0,NA,250,212,110,86,17,92,4,119,9,1,3,1037,1.216,7.6,0.6,3.3,4.3,1.29
1956,Takahashi Unions,oba---000hir,Hiroshi Oba,19,0,0,NA,3,2,0,1,0,0,NA,3,3,1,1,0,0,0,2,0,0,0,12,1,9,0,0,6,NA
1956,Takahashi Unions,ozawa-000fum,Fumio Ozawa*,20,0,0,NA,3.5,10,0,5,0,0,NA,18,16,7,7,1,8,0,5,0,0,3,75,1.333,8,0.5,4,2.5,0.63
1956,Takahashi Unions,shibah000mit,Kozo Shibahara*,19,0,1,0,3.66,9,2,4,0,0,NA,19.2,17,10,8,2,8,0,10,1,0,0,81,1.271,7.8,0.9,3.7,4.6,1.25
1956,Takahashi Unions,taki--000yos,Yoshihiko Taki,27,6,20,0.231,3.92,38,23,8,1,1,NA,165.1,160,90,72,8,40,1,64,4,0,2,696,1.21,8.7,0.4,2.2,3.5,1.6
1956,Takahashi Unions,tanaka000ter,Teruo Tanaka,23,7,9,0.438,3.22,41,22,13,4,2,NA,165,148,69,59,13,39,3,57,1,0,0,675,1.133,8.1,0.7,2.1,3.1,1.46
1956,Takahashi Unions,yamabe000sei,Seiji Yamabe,19,0,4,0,4.75,21,12,6,0,0,NA,55,68,32,29,3,21,0,18,1,0,0,249,1.618,11.1,0.5,3.4,2.9,0.86
1956,Takahashi Unions,yoshid000yoj,Yoji Yoshida*,22,0,0,NA,0,1,0,0,0,0,NA,1.1,0,0,0,0,1,0,1,0,0,0,5,0.75,0,0,6.8,6.8,1
1956,Takahashi Unions,yoshio000shi,Shiro Yoshioka*,20,1,4,0.2,4.37,28,6,11,0,0,NA,57.2,58,32,28,5,21,0,34,2,0,1,251,1.37,9.1,0.8,3.3,5.3,1.62
