Year,Team,PlayerID,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W
1966,Tokyo Orions,kitaru000mas,Masaaki Kitaru,19,3,8,0.273,3,17,13,4,3,0,NA,78,75,35,26,4,11,0,32,0,0,0,319,1.103,8.7,0.5,1.3,3.7,2.91
1966,Tokyo Orions,koyama000mas,Masaaki Koyama,31,20,13,0.606,2.07,49,34,15,23,7,NA,304,266,85,70,24,38,0,187,8,0,2,1191,1,7.9,0.7,1.1,5.5,4.92
1966,Tokyo Orions,kurimo000mit,Mitsuaki Kurimoto,30,0,1,0,8.22,6,0,0,0,0,NA,7.2,12,8,7,1,3,0,5,0,0,0,40,1.957,14.1,1.2,3.5,5.9,1.67
1966,Tokyo Orions,maki--000kat,Katsuhiko Maki,23,4,3,0.571,3.05,28,6,12,0,0,NA,73.2,76,30,25,9,25,2,45,1,0,0,317,1.371,9.3,1.1,3.1,5.5,1.8
1966,Tokyo Orions,narita000fum,Fumio Narita,19,8,7,0.533,3.18,45,18,12,5,1,NA,172.2,144,68,61,23,36,2,101,5,0,0,688,1.042,7.5,1.2,1.9,5.3,2.81
1966,Tokyo Orions,ryu---000tak,Takayuki Ryu*,24,1,0,1,4.5,25,0,4,0,0,NA,24,36,13,12,4,8,3,13,0,0,0,108,1.833,13.5,1.5,3,4.9,1.63
1966,Tokyo Orions,sakai-000kat,Katsuji Sakai,28,11,16,0.407,2.94,33,28,2,8,3,NA,193,164,74,63,31,54,1,109,3,1,3,774,1.13,7.6,1.4,2.5,5.1,2.02
1966,Tokyo Orions,sakota000shi,Shichiro Sakota,21,4,6,0.4,2.68,35,5,15,0,0,NA,84,68,31,25,8,28,2,25,3,0,1,344,1.143,7.3,0.9,3,2.7,0.89
1966,Tokyo Orions,sato--000mot,Motohiko Sato,23,2,1,0.667,3.6,10,2,4,1,0,NA,30,29,12,12,3,8,1,11,0,0,0,123,1.233,8.7,0.9,2.4,3.3,1.38
1966,Tokyo Orions,suzuki007tak,Takashi Suzuki*,32,2,6,0.25,4.52,35,14,9,0,0,NA,83.2,93,50,42,17,39,6,61,9,0,0,390,1.578,10,1.8,4.2,6.6,1.56
1966,Tokyo Orions,tsujin000kin,Kinya Tsujino,24,0,0,NA,5.79,7,0,2,0,0,NA,14,18,14,9,2,6,0,5,0,0,2,70,1.714,11.6,1.3,3.9,3.2,0.83
1966,Tokyo Orions,tsumas000yos,Yoshiro Tsumajima,27,6,8,0.429,2.65,27,14,8,4,2,NA,112,98,39,33,11,24,3,52,0,1,0,453,1.089,7.9,0.9,1.9,4.2,2.17
1966,Tokyo Orions,yokoya000koj,Kojiro Yokoyama,23,0,0,NA,1.29,6,0,3,0,0,NA,7,6,1,1,0,5,0,7,1,0,0,31,1.571,7.7,0,6.4,9,1.4
