Year,Team,PlayerID,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W
1953,Taiyo-Shochiku Robins,arimur000ien,Ienari Arimura*,38,5,8,0.385,3.92,20,18,0,3,0,NA,110.1,109,57,48,6,56,NA,34,1,0,2,485,1.495,8.9,0.5,4.6,2.8,0.61
1953,Taiyo-Shochiku Robins,eda---000tak,Takashi Eda,30,7,15,0.318,4.07,32,21,10,9,2,NA,159.1,162,80,72,14,34,NA,33,0,1,1,653,1.23,9.2,0.8,1.9,1.9,0.97
1953,Taiyo-Shochiku Robins,gondo-000mas,Masatoshi Gondo*,19,15,12,0.556,2.77,35,26,7,13,1,NA,220.2,179,96,68,12,105,NA,170,11,3,6,940,1.287,7.3,0.5,4.3,6.9,1.62
1953,Taiyo-Shochiku Robins,hayash000nao,Naoaki Hayashi,29,0,8,0,7.75,9,8,0,0,0,NA,33.2,57,37,29,4,13,NA,11,0,0,1,167,2.079,15.2,1.1,3.5,2.9,0.85
1953,Taiyo-Shochiku Robins,kamamo000kat,Katsuyoshi Kamamoto,18,2,6,0.25,4.37,22,6,12,2,0,NA,80.1,86,43,39,5,27,NA,32,6,0,1,347,1.407,9.6,0.6,3,3.6,1.19
1953,Taiyo-Shochiku Robins,kanda-000mas,Masao Kanda,19,1,2,0.333,5.26,24,0,17,0,0,NA,63.1,72,38,37,8,18,NA,30,1,0,0,267,1.421,10.2,1.1,2.6,4.3,1.67
1953,Taiyo-Shochiku Robins,kitaga000his,Hisaji Kitagawa,21,0,0,NA,3.38,5,0,3,0,0,NA,10.2,7,5,4,0,6,NA,7,1,0,1,47,1.219,5.9,0,5.1,5.9,1.17
1953,Taiyo-Shochiku Robins,kobaya000tsu,Tsuneo Kobayashi*,27,1,5,0.167,6.93,13,9,1,0,0,NA,49.1,71,39,38,6,20,NA,12,0,0,0,231,1.845,13,1.1,3.6,2.2,0.6
1953,Taiyo-Shochiku Robins,ogiwar000tak,Takashi Ogihara,22,1,3,0.25,5.27,9,2,5,0,0,NA,27.1,26,16,16,1,7,NA,5,0,0,0,113,1.207,8.6,0.3,2.3,1.6,0.71
1953,Taiyo-Shochiku Robins,sato--001kim,Kimio Sato,20,0,1,0,7.94,8,0,7,0,0,NA,17,20,17,15,1,13,NA,6,2,0,2,84,1.941,10.6,0.5,6.9,3.2,0.46
1953,Taiyo-Shochiku Robins,shimam000kaz,Kazuo Shimamoto,22,0,0,NA,0,2,0,1,0,0,NA,2,3,0,0,0,0,NA,0,0,0,0,8,1.5,13.5,0,0,0,NA
1953,Taiyo-Shochiku Robins,shimiz000hid,Hideo Shimizu*,34,5,3,0.625,3.25,15,14,1,2,1,NA,80.1,76,32,29,9,29,NA,27,1,0,0,342,1.307,8.5,1,3.2,3,0.93
1953,Taiyo-Shochiku Robins,sugika000kik,Kikuo Sugikawa,22,3,5,0.375,3.62,35,2,18,0,0,NA,107,108,54,43,5,36,NA,43,5,0,1,454,1.346,9.1,0.4,3,3.6,1.19
1953,Taiyo-Shochiku Robins,takano000hir,Hiroyoshi Takano,29,12,9,0.571,3.98,25,24,0,14,3,NA,196.2,195,100,87,19,56,NA,69,12,0,1,845,1.276,8.9,0.9,2.6,3.2,1.23
1953,Taiyo-Shochiku Robins,ukita-000its,Itsuro Ukita,21,0,0,NA,6.35,9,0,5,0,0,NA,11.1,14,8,8,0,5,NA,3,0,0,1,50,1.676,11.1,0,4,2.4,0.6
