Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G
2011,Hokkaido Nippon Ham Fighters,1B,hoffpa001jam,Micah Hoffpauir,73,NA,614,51,5,41,0.993,9.11
2011,Hokkaido Nippon Ham Fighters,1B,inaba-001ats,Atsunori Inaba,70,NA,564,47,4,45,0.993,8.73
2011,Hokkaido Nippon Ham Fighters,1B,nakata001sho,Sho Nakata,25,NA,80,9,0,4,1,3.56
2011,Hokkaido Nippon Ham Fighters,1B,koyano001eii,Eiichi Koyano,8,NA,26,2,0,4,1,3.5
2011,Hokkaido Nippon Ham Fighters,1B,iwadat001man,Manabu Iwadate,2,NA,5,0,0,0,1,2.5
2011,Hokkaido Nippon Ham Fighters,1B,scales001bob,Bobby Scales,1,NA,10,2,0,0,1,12
