Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G,PB,SB,CS,CS%
1953,Hankyu Braves,C,isekaw000mas,Masumi Isekawa,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,Hankyu Braves,C,yamash000tak,Takeshi Yamashita,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,Hankyu Braves,C,arai--000kaz,Kazuhito Arai,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
