Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G,PB,SB,CS,CS%
1984,Yomiuri Giants,C,sasamo000shi,Shinji Sasamoto,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,Yomiuri Giants,C,murata001shi,Shinichi Murata,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,Yomiuri Giants,C,yamamo001koj,Koji Yamamoto,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
