Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G,PB,SB,CS,CS%
2013,Orix Buffaloes,C,ito---001hik,Hikaru Itoh,137,NA,987,83,8,8,0.993,7.81,3,NA,NA,NA
2013,Orix Buffaloes,C,saito-001tos,Toshio Saito,20,NA,52,7,1,0,0.983,2.95,0,NA,NA,NA
2013,Orix Buffaloes,C,fusimi000tor,Torai Fushimi,17,NA,67,9,0,0,1,4.47,0,NA,NA,NA
