Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G
1997,Hiroshima Toyo Carp,SS,nomura001ken,Kenjiro Nomura,129,NA,NA,NA,NA,NA,NA,NA
1997,Hiroshima Toyo Carp,SS,nonoga001tak,Takeshi Nonogaki,11,NA,NA,NA,NA,NA,NA,NA
1997,Hiroshima Toyo Carp,SS,ko----000shi,Shinji Ko,8,NA,NA,NA,NA,NA,NA,NA
