Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G,PB,SB,CS,CS%
2010,Hokkaido Nippon Ham Fighters,C,tsuruo001shi,Shinya Tsuruoka,105,NA,589,37,2,6,0.997,5.96,4,NA,NA,NA
2010,Hokkaido Nippon Ham Fighters,C,ono---001sho,Shota Ohno,87,NA,400,27,1,2,0.998,4.91,1,NA,NA,NA
2010,Hokkaido Nippon Ham Fighters,C,nakaji001sat,Satoshi Nakajima,7,NA,8,0,0,0,1,1.14,0,NA,NA,NA
2010,Hokkaido Nippon Ham Fighters,C,ozaki-001mas,Masaya Ozaki,3,NA,3,0,0,0,1,1,0,NA,NA,NA
2010,Hokkaido Nippon Ham Fighters,C,imanar001ryo,Ryota Imanari,1,NA,1,0,0,0,1,1,0,NA,NA,NA
