Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G,PB,SB,CS,CS%
1951,Tokyu Flyers,C,suzuki001kei,Keiichiro Suzuki,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,Tokyu Flyers,C,kanbay000shi,Shigejiro Kanbayashi,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,Tokyu Flyers,C,goto--000jun,Junjiro Goto,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
