Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G,PB,SB,CS,CS%
2017,Chiba Lotte Marines,C,tamura000tat,Tatsuhiro Tamura,130,NA,681,90,3,9,0.996,5.93,6,NA,NA,NA
2017,Chiba Lotte Marines,C,yoshid000yut,Yuta Yoshida,57,NA,233,20,1,1,0.996,4.44,1,NA,NA,NA
2017,Chiba Lotte Marines,C,emura-000nao,Naoya Emura,12,NA,21,2,0,1,1,1.92,0,NA,NA,NA
2017,Chiba Lotte Marines,C,kakinu000tom,Tomoya Kakinuma,6,NA,19,3,1,0,0.957,3.67,1,NA,NA,NA
2017,Chiba Lotte Marines,C,kanaza002tak,Takeshi Kanazawa,1,NA,9,1,1,1,0.909,10,0,NA,NA,NA
