Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G,PB,SB,CS,CS%
1973,Nankai Hawks,C,nomura002kat,Katsuya Nomura,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Nankai Hawks,C,shibat000tak,Takeshi Shibata,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Nankai Hawks,C,umemur000yos,Yoshihiko Umemura,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Nankai Hawks,C,kuroda000mas,Masahiro Kuroda,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
