Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G,PB,SB,CS,CS%
2019,Yakult Swallows,C,nakamu001yuh,Yuhei Nakamura,123,NA,804,77,4,13,0.995,7.16,4,NA,NA,NA
2019,Yakult Swallows,C,matsum003nao,Naoki Matsumoto,29,NA,158,12,0,0,1,5.86,0,NA,NA,NA
2019,Yakult Swallows,C,nishid000aki,Akihisa Nishida,15,NA,51,9,1,1,0.984,4,1,NA,NA,NA
2019,Yakult Swallows,C,koga--000yud,Yudai Koga,9,NA,38,2,0,0,1,4.44,0,NA,NA,NA
2019,Yakult Swallows,C,ino---001sug,Suguru Ino,7,NA,40,2,0,0,1,6,0,NA,NA,NA
