Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G
1971,Nishitetsu Lions,P,higash000osa,Osamu Higashio,51,NA,NA,NA,NA,NA,NA,NA
1971,Nishitetsu Lions,P,kawaha001aki,Akira Kawahara,50,NA,NA,NA,NA,NA,NA,NA
1971,Nishitetsu Lions,P,tanaka003aki,Akira Tanaka,49,NA,NA,NA,NA,NA,NA,NA
1971,Nishitetsu Lions,P,takaha004aki,Akira Takahashi,43,NA,NA,NA,NA,NA,NA,NA
1971,Nishitetsu Lions,P,miwa--000sat,Satoru Miwa,39,NA,NA,NA,NA,NA,NA,NA
1971,Nishitetsu Lions,P,goto--000kiy,Kiyoshi Goto,30,NA,NA,NA,NA,NA,NA,NA
1971,Nishitetsu Lions,P,yanagi000yut,Yutaka Yanagida,29,NA,NA,NA,NA,NA,NA,NA
1971,Nishitetsu Lions,P,sakagu000tad,Tadaaki Sakaguchi,28,NA,NA,NA,NA,NA,NA,NA
1971,Nishitetsu Lions,P,sato--000kun,Kunimitsu Sato,25,NA,NA,NA,NA,NA,NA,NA
1971,Nishitetsu Lions,P,nakai-000ets,Etsuo Nakai,17,NA,NA,NA,NA,NA,NA,NA
1971,Nishitetsu Lions,P,izumis000aki,Akira Izumisawa,14,NA,NA,NA,NA,NA,NA,NA
1971,Nishitetsu Lions,P,yamamo001hid,Hideki Yamamoto,11,NA,NA,NA,NA,NA,NA,NA
1971,Nishitetsu Lions,P,norika000his,Toshiyoshi Norikae,3,NA,NA,NA,NA,NA,NA,NA
1971,Nishitetsu Lions,P,toyoku000koj,Koji Toyokura,3,NA,NA,NA,NA,NA,NA,NA
1971,Nishitetsu Lions,P,akiba-000kei,Keizo Akiba,1,NA,NA,NA,NA,NA,NA,NA
1971,Nishitetsu Lions,P,hisano000tsu,Goji Hisano,1,NA,NA,NA,NA,NA,NA,NA
1971,Nishitetsu Lions,P,uchida000ter,Terufumi Uchida,1,NA,NA,NA,NA,NA,NA,NA
