Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G,PB,SB,CS,CS%
1958,Daimai Orions,C,daigo-000tak,Takeo Daigo,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,Daimai Orions,C,tanimo000min,Minoru Tanimoto,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,Daimai Orions,C,numaza000koi,Koichiro Numazawa,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,Daimai Orions,C,fukuts000kat,Katsuya Fukutsuka,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,Daimai Orions,C,yamamo000kak,Kakuya Yamamoto,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
