Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G
2021,Hiroshima Carp,1B,sakaku000sho,Shogo Sakakura,62,NA,436,31,7,37,0.985,7.53
2021,Hiroshima Carp,1B,dobaya000sho,Shota Dohbayashi,37,NA,137,15,2,11,0.987,4.11
2021,Hiroshima Carp,1B,cron--000kev,Kevin Cron,36,NA,253,20,3,17,0.989,7.58
2021,Hiroshima Carp,1B,matsuy001ryu,Ryuhei Matsuyama,29,NA,172,10,4,12,0.978,6.28
2021,Hiroshima Carp,1B,abe---000tom,Tomohiro Abe,28,NA,71,5,1,9,0.987,2.71
2021,Hiroshima Carp,1B,hayash000kot,Kota Hayashi,16,NA,61,4,1,3,0.985,4.06
2021,Hiroshima Carp,1B,mejia-002ale,Alejandro Mejia,6,NA,48,2,0,4,1,8.33
2021,Hiroshima Carp,1B,isomur000yos,Yoshitaka Isomura,2,NA,6,2,0,0,1,4
2021,Hiroshima Carp,1B,nishik000ryo,Ryoma Nishikawa,1,NA,2,0,0,1,1,2
