Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G
2009,Yomiuri Giants,1B,lee---002seu,Seung Yuop Lee,70,NA,519,44,3,37,0.995,8.04
2009,Yomiuri Giants,1B,ogasaw001mic,Michihiro Ogasawara,50,NA,216,7,0,19,1,4.46
2009,Yomiuri Giants,1B,kamei-001yos,Yoshiyuki Kamei,47,NA,345,23,3,22,0.992,7.83
2009,Yomiuri Giants,1B,kimura001tak,Takuya Kimura,16,NA,34,2,0,1,1,2.25
2009,Yomiuri Giants,1B,alfonz003edg,Edgardo Alfonzo,12,NA,68,7,0,5,1,6.25
2009,Yomiuri Giants,1B,abe---001shi,Shinnosuke Abe,10,NA,71,5,0,6,1,7.6
2009,Yomiuri Giants,1B,odajim001mas,Masakuni Odajima,5,NA,32,1,1,3,0.971,6.6
2009,Yomiuri Giants,1B,tanaka002dai,Daijiro Tanaka,5,NA,32,4,2,2,0.947,7.2
2009,Yomiuri Giants,1B,furuki001shi,Shigeyuki Furuki,2,NA,5,1,0,1,1,3
2009,Yomiuri Giants,1B,ohmich001nor,Noriyoshi Omichi,2,NA,6,0,0,0,1,3
