Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G,PB,SB,CS,CS%
2006,Seibu Lions,C,hosoka001too,Toru Hosokawa,99,NA,680,47,4,11,0.995,7.34,0,NA,NA,NA
2006,Seibu Lions,C,sumita001gin,Ginjiro Sumitani,54,NA,277,27,2,3,0.993,5.63,7,NA,NA,NA
2006,Seibu Lions,C,tahara001koj,Koji Tahara,15,NA,71,5,1,1,0.987,5.07,2,NA,NA,NA
2006,Seibu Lions,C,noda--001kos,Kosuke Noda,7,NA,28,4,0,0,1,4.57,1,NA,NA,NA
