Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G,PB,SB,CS,CS%
2019,Hokkaido Nippon Ham Fighters,C,shimiz000yus,Yushi Shimizu,95,NA,491,56,7,2,0.987,5.76,3,NA,NA,NA
2019,Hokkaido Nippon Ham Fighters,C,ishika000ryo,Ryo Ishikawa,45,NA,196,30,0,1,1,5.02,1,NA,NA,NA
2019,Hokkaido Nippon Ham Fighters,C,usami-000shi,Shingo Usami,40,NA,161,33,1,2,0.995,4.85,1,NA,NA,NA
2019,Hokkaido Nippon Ham Fighters,C,tsuruo001shi,Shinya Tsuruoka,33,NA,158,16,2,3,0.989,5.27,2,NA,NA,NA
2019,Hokkaido Nippon Ham Fighters,C,sanema001kaz,Kazunari Sanematsu,5,NA,4,1,0,0,1,1,0,NA,NA,NA
2019,Hokkaido Nippon Ham Fighters,C,kuroba001tos,Toshiki Kurobane,4,NA,10,0,0,0,1,2.5,0,NA,NA,NA
2019,Hokkaido Nippon Ham Fighters,C,kori--000tak,Takuya Kohri,2,NA,6,2,0,0,1,4,0,NA,NA,NA
