Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G
2013,Yokohama Bay Stars,2B,ishika001tak,Takehiro Ishikawa,77,NA,203,214,6,54,0.986,5.42
2013,Yokohama Bay Stars,2B,uchimu001ken,Kensuke Uchimura,65,NA,144,174,0,28,1,4.89
2013,Yokohama Bay Stars,2B,yamaza001nor,Noriharu Yamazaki,13,NA,20,21,0,4,1,3.15
2013,Yokohama Bay Stars,2B,miyaza000tos,Toshiro Miyazaki,4,NA,7,7,0,1,1,3.5
2013,Yokohama Bay Stars,2B,kajita001tak,Takayuki Kajitani,3,NA,4,4,0,1,1,2.67
