Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G,PB,SB,CS,CS%
1980,Hiroshima Toyo Carp,C,mizunu000shi,Shiro Mizunuma,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,Hiroshima Toyo Carp,C,michih000hir,Hiroyuki Michihara,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,Hiroshima Toyo Carp,C,tatsuk000mit,Mitsuo Tatsukawa,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,Hiroshima Toyo Carp,C,kimoto000shi,Shigemi Kimoto,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
