Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G
2016,Orix Buffaloes,3B,koyano001eii,Eiichi Koyano,41,NA,23,57,3,4,0.964,1.95
2016,Orix Buffaloes,3B,nakaji001hir,Hiroyuki Nakajima,40,NA,14,47,7,0,0.897,1.53
2016,Orix Buffaloes,3B,oshiro000koj,Koji Ohshiro,36,NA,21,45,1,6,0.985,1.83
2016,Orix Buffaloes,3B,suzuki000koh,Kohei Suzuki,34,NA,2,22,1,3,0.96,0.71
2016,Orix Buffaloes,3B,morel-001bre,Brent Morel,25,NA,16,22,5,1,0.884,1.52
2016,Orix Buffaloes,3B,hara--001tak,Takuya Hara,24,NA,3,11,0,0,1,0.58
2016,Orix Buffaloes,3B,kojima000shu,Shuhei Kojima,7,NA,1,6,1,0,0.875,1
2016,Orix Buffaloes,3B,okunam000kyo,Kyo Okunami,7,NA,3,11,1,2,0.933,2
2016,Orix Buffaloes,3B,shimad000tak,Takuya Shimada,6,NA,0,9,1,1,0.9,1.5
2016,Orix Buffaloes,3B,fusimi000tor,Torai Fushimi,4,NA,1,4,1,0,0.833,1.25
2016,Orix Buffaloes,3B,iwasak001kyo,Kyohei Iwasaki,3,NA,0,2,0,0,1,0.67
2016,Orix Buffaloes,3B,sonobe000sat,Satoshi Sonobe,2,NA,0,2,0,0,1,1
