Year,Team,position,PlayerID,Name,G,Inn,PO,A,E,DP,Fld%,RF/G,PB,SB,CS,CS%
2023,Hanshin Tigers,C,sakamo000sei,Seishiro Sakamoto,83,NA,545,48,2,4,0.997,7.14,1,NA,NA,NA
2023,Hanshin Tigers,C,umeno-001ryu,Ryutaro Umeno,71,NA,445,24,2,1,0.996,6.61,1,NA,NA,NA
2023,Hanshin Tigers,C,nagasa002ken,Kenya Nagasaka,10,NA,37,2,0,0,1,3.9,1,NA,NA,NA
2023,Hanshin Tigers,C,sakaed000yuk,Yuki Sakaeda,1,NA,2,0,0,0,1,2,0,NA,NA,NA
