year,team,playerID,name,age,win,lose,WL,ERA,game,starter,closer,complete,shutout,save,outs,hit,run,ER,HR,BB,IBB,K,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,K9,KBB
1966,Toei Flyers,saga--000ken,Kenshiro Saga,28,17,9,0.654,2.32,46,33,6,13,4,-99999,732,204,77,63,19,56,3,80,6,0,6,986,1.066,7.5,0.7,2.1,3,1.43
1966,Toei Flyers,tanaka002mit,Mitsugu Tanaka*,22,10,10,0.5,2.9,50,18,15,6,2,-99999,501.99999999999994,149,68,54,14,36,2,142,4,0,2,688,1.106,8,0.8,1.9,7.6,3.94
1966,Toei Flyers,yamamo003yos,Yoshiji Yamamoto*,31,0,1,0,4.5,22,1,12,0,0,-99999,102,39,20,17,3,10,2,24,2,0,1,152,1.441,10.3,0.8,2.6,6.4,2.4
1966,Tokyo Orions,kitaru000mas,Masaaki Kitaru,19,3,8,0.273,3,17,13,4,3,0,-99999,234,75,35,26,4,11,0,32,0,0,0,319,1.103,8.7,0.5,1.3,3.7,2.91
1966,Tokyo Orions,koyama000mas,Masaaki Koyama,31,20,13,0.606,2.07,49,34,15,23,7,-99999,912,266,85,70,24,38,0,187,8,0,2,1191,1,7.9,0.7,1.1,5.5,4.92
1966,Tokyo Orions,kurimo000mit,Mitsuaki Kurimoto,30,0,1,0,8.22,6,0,0,0,0,-99999,23,12,8,7,1,3,0,5,0,0,0,40,1.957,14.1,1.2,3.5,5.9,1.67
1966,Tokyo Orions,maki--000kat,Katsuhiko Maki,23,4,3,0.571,3.05,28,6,12,0,0,-99999,221.00000000000003,76,30,25,9,25,2,45,1,0,0,317,1.371,9.3,1.1,3.1,5.5,1.8
1966,Tokyo Orions,narita000fum,Fumio Narita,19,8,7,0.533,3.18,45,18,12,5,1,-99999,517.9999999999999,144,68,61,23,36,2,101,5,0,0,688,1.042,7.5,1.2,1.9,5.3,2.81
1966,Tokyo Orions,ryu---000tak,Takayuki Ryu*,24,1,0,1,4.5,25,0,4,0,0,-99999,72,36,13,12,4,8,3,13,0,0,0,108,1.833,13.5,1.5,3,4.9,1.63
1966,Tokyo Orions,sakai-000kat,Katsuji Sakai,28,11,16,0.407,2.94,33,28,2,8,3,-99999,579,164,74,63,31,54,1,109,3,1,3,774,1.13,7.6,1.4,2.5,5.1,2.02
1966,Tokyo Orions,sakota000shi,Shichiro Sakota,21,4,6,0.4,2.68,35,5,15,0,0,-99999,252,68,31,25,8,28,2,25,3,0,1,344,1.143,7.3,0.9,3,2.7,0.89
1966,Tokyo Orions,sato--000mot,Motohiko Sato,23,2,1,0.667,3.6,10,2,4,1,0,-99999,90,29,12,12,3,8,1,11,0,0,0,123,1.233,8.7,0.9,2.4,3.3,1.38
1966,Tokyo Orions,suzuki007tak,Takashi Suzuki*,32,2,6,0.25,4.52,35,14,9,0,0,-99999,251.00000000000003,93,50,42,17,39,6,61,9,0,0,390,1.578,10,1.8,4.2,6.6,1.56
1966,Tokyo Orions,tsujin000kin,Kinya Tsujino,24,0,0,-99999,5.79,7,0,2,0,0,-99999,42,18,14,9,2,6,0,5,0,0,2,70,1.714,11.6,1.3,3.9,3.2,0.83
1966,Tokyo Orions,tsumas000yos,Yoshiro Tsumajima,27,6,8,0.429,2.65,27,14,8,4,2,-99999,336,98,39,33,11,24,3,52,0,1,0,453,1.089,7.9,0.9,1.9,4.2,2.17
1966,Tokyo Orions,yokoya000koj,Kojiro Yokoyama,23,0,0,-99999,1.29,6,0,3,0,0,-99999,21,6,1,1,0,5,0,7,1,0,0,31,1.571,7.7,0,6.4,9,1.4
1966,Yomiuri Giants,horiuc000tsu,Tsuneo Horiuchi,18,16,2,0.889,1.39,33,22,9,14,7,-99999,543,125,34,28,5,69,2,117,4,0,5,714,1.072,6.2,0.2,3.4,5.8,1.7
1966,Yomiuri Giants,jonouc000kun,Kunio Jonouchi,26,21,8,0.724,2.01,40,35,5,21,6,-99999,846,231,70,63,11,53,11,134,7,0,0,1108,1.007,7.4,0.4,1.7,4.3,2.53
1966,Yomiuri Giants,kaneda002mas,Masaichi Kaneda*,32,4,6,0.4,3.42,19,12,6,1,0,-99999,252.99999999999994,72,36,32,12,25,3,58,3,0,2,341,1.15,7.7,1.3,2.7,6.2,2.32
1966,Yomiuri Giants,kubota000osa,Osamu Kubota,31,1,1,0.5,4.5,5,5,0,1,0,-99999,66,21,12,11,4,9,3,4,2,0,0,96,1.364,8.6,1.6,3.7,1.6,0.44
1966,Yomiuri Giants,masuda001aki,Akio Masuda*,28,4,1,0.8,2.78,30,5,11,0,0,-99999,175,49,18,18,6,14,0,40,1,0,0,229,1.08,7.6,0.9,2.2,6.2,2.86
1966,Yomiuri Giants,miyamo000yoj,Yojiro Miyamoto,24,2,1,0.667,2.04,22,0,6,0,0,-99999,159,42,13,12,4,10,1,22,0,0,0,203,0.981,7.1,0.7,1.7,3.7,2.2
1966,Yomiuri Giants,miyata000yuk,Yukinori Miyata,26,5,3,0.625,2.14,15,0,12,0,0,-99999,101.00000000000003,30,9,8,5,10,3,18,0,0,0,136,1.188,8,1.3,2.7,4.8,1.8
1966,Yomiuri Giants,nakamu001min,Minoru Nakamura,27,11,7,0.611,2.64,32,26,1,8,2,-99999,531,150,62,52,15,36,4,85,3,1,0,701,1.051,7.6,0.8,1.8,4.3,2.36
1966,Yomiuri Giants,sugawa000kat,Katsuya Sugawara,21,1,1,0.5,2.77,3,2,0,1,1,-99999,39,11,4,4,0,7,0,6,0,0,1,57,1.385,7.6,0,4.8,4.2,0.86
1966,Yomiuri Giants,takaha004aki,Akira Takahashi,24,3,0,1,2.44,14,3,3,0,0,-99999,133,33,13,12,5,9,4,16,1,0,1,173,0.947,6.7,1,1.8,3.2,1.78
1966,Yomiuri Giants,takaha004kaz,Kazumi Takahashi*,20,6,5,0.545,2.17,19,10,1,2,0,-99999,224.00000000000003,56,18,18,7,34,1,53,2,0,1,308,1.205,6.8,0.8,4.1,6.4,1.56
1966,Yomiuri Giants,tanebe000nor,Yoshiyasu Tanebe,28,2,0,1,0.81,20,0,9,0,0,-99999,100.00000000000001,15,4,3,3,6,1,19,0,0,0,117,0.63,4.1,0.8,1.6,5.1,3.17
1966,Yomiuri Giants,watana003hid,Hidetake Watanabe,24,13,6,0.684,2.33,42,14,17,6,1,-99999,462.99999999999994,124,42,40,14,20,4,66,7,0,0,599,0.933,7.2,0.8,1.2,3.8,3.3
1967,Chunichi Dragons,bando-000eij,Eiji Bando,27,14,6,0.7,2.56,51,1,35,0,0,-99999,359,110,37,34,11,28,5,72,2,0,4,485,1.153,8.3,0.8,2.1,5.4,2.57
1967,Chunichi Dragons,hashim001kat,Katsutaka Hashimoto*,23,0,0,-99999,-99999,1,0,0,0,0,-99999,0,0,0,0,0,1,0,0,0,0,0,1,-99999,-99999,-99999,-99999,-99999,0
1967,Chunichi Dragons,ide---000tak,Takashi Ide,23,1,4,0.2,5.13,17,3,4,0,0,-99999,100.00000000000001,41,22,19,3,9,0,21,0,0,1,148,1.5,11.1,0.8,2.4,5.7,2.33
1967,Chunichi Dragons,itoh--000his,Hisatoshi Ito*,23,0,0,-99999,3.57,28,1,7,0,0,-99999,106.00000000000001,31,17,14,4,12,0,18,0,0,0,146,1.217,7.9,1,3.1,4.6,1.5
1967,Chunichi Dragons,kadook000nob,Nobuyuki Kadooka,23,9,9,0.5,3.61,30,25,3,7,1,-99999,448.9999999999999,142,63,60,27,17,2,74,4,1,1,605,1.062,8.5,1.6,1,4.4,4.35
1967,Chunichi Dragons,kawamu000yas,Yasuhiko Kawamura,26,0,1,0,4.4,6,1,1,0,0,-99999,43,15,7,7,6,7,0,8,1,0,0,63,1.535,9.4,3.8,4.4,5,1.14
1967,Chunichi Dragons,kitaka000fuj,Fujio Kitakado,20,0,2,0,6.25,20,1,10,0,0,-99999,95,37,29,22,5,10,2,16,2,0,1,145,1.484,10.5,1.4,2.8,4.5,1.6
1967,Chunichi Dragons,kondo-001mit,Mitsuro Kondo*,29,0,0,-99999,18,1,1,0,0,0,-99999,3,1,2,2,1,1,0,0,1,0,0,6,2,9,9,9,0,0
1967,Chunichi Dragons,kubo--000yuk,Yukihiro Kubo,27,0,4,0,2.99,54,1,7,0,0,-99999,270.99999999999994,92,41,30,6,26,5,34,4,0,3,381,1.306,9.2,0.6,2.6,3.4,1.31
1967,Chunichi Dragons,matsum001shi,Shinobu Matsumoto*,20,3,2,0.6,2.3,22,5,5,2,0,-99999,176.00000000000003,57,17,15,6,9,1,27,0,0,2,234,1.125,8.7,0.9,1.4,4.1,3
1967,Chunichi Dragons,mizuta000his,Hisanobu Mizutani,26,6,6,0.5,3.36,33,26,2,4,1,-99999,409.9999999999999,134,62,51,13,35,1,83,3,0,0,573,1.237,8.8,0.9,2.3,5.5,2.37
1967,Chunichi Dragons,mizuta000mic,Michio Mizutani,20,0,0,-99999,6.43,10,0,0,0,0,-99999,42,20,11,10,4,5,0,7,0,0,0,63,1.786,12.9,2.6,3.2,4.5,1.4
1967,Chunichi Dragons,oba---000tak,Takahiro Oba*,19,0,0,-99999,2.7,4,0,1,0,0,-99999,10,2,2,1,0,6,0,1,0,1,1,17,2.4,5.4,0,16.2,2.7,0.17
1967,Chunichi Dragons,ogawa-000ken,Kentaro Ogawa,33,29,12,0.707,2.51,55,27,18,16,3,-99999,838.9999999999999,231,94,78,21,70,12,178,12,0,0,1111,1.076,7.4,0.7,2.3,5.7,2.54
1967,Chunichi Dragons,sato--000kim,Kimihiro Sato,30,4,5,0.444,3.39,29,19,0,2,2,-99999,287,102,45,36,6,35,2,44,2,0,1,415,1.432,9.6,0.6,3.3,4.1,1.26
1967,Chunichi Dragons,takaok000eij,Eiji Takaoka*,28,1,1,0.5,5.51,7,1,3,0,0,-99999,49.000000000000014,21,12,10,2,0,0,8,0,0,0,71,1.286,11.6,1.1,0,4.4,-99999
1967,Chunichi Dragons,toriya000haj,Hajime Toriya,20,0,0,-99999,6.75,4,0,4,0,0,-99999,12,6,4,3,1,3,0,2,0,0,0,23,2.25,13.5,2.3,6.8,4.5,0.67
1967,Chunichi Dragons,yamana000tat,Tatsumi Yamanaka,23,5,6,0.455,3.77,24,22,0,3,1,-99999,365,127,56,51,15,46,2,73,1,0,2,529,1.422,9.4,1.1,3.4,5.4,1.59
1967,Hankyu Braves,adachi000mit,Mitsuhiro Adachi,27,20,10,0.667,1.75,43,29,10,17,5,-99999,804,191,65,52,13,60,10,130,9,0,0,1042,0.937,6.4,0.4,2,4.4,2.17
1967,Hankyu Braves,akimot000yus,Yusaku Akimoto,32,1,0,1,3.78,27,0,11,0,0,-99999,143.00000000000003,46,22,20,2,15,1,25,4,0,0,200,1.28,8.7,0.4,2.8,4.7,1.67
1967,Hankyu Braves,hamasa001mas,Masato Hamasaki*,22,0,0,-99999,8.18,10,2,4,0,0,-99999,33,17,12,10,2,4,0,8,1,0,0,55,1.909,13.9,1.6,3.3,6.5,2
1967,Hankyu Braves,ishii-000shi,Shigeo Ishii,28,9,4,0.692,3.74,36,17,9,5,1,-99999,403.9999999999999,138,67,56,8,27,1,47,5,0,1,561,1.225,9.2,0.5,1.8,3.1,1.74
1967,Hankyu Braves,kajimo000tak,Takao Kajimoto*,32,15,9,0.625,2.44,37,26,7,9,3,-99999,565,167,58,51,11,70,7,136,4,0,5,786,1.258,8,0.5,3.3,6.5,1.94
1967,Hankyu Braves,kanemo000hid,Hideo Kanemoto,25,0,0,-99999,0,1,0,1,0,0,-99999,3,1,0,0,0,0,0,1,0,0,0,3,1,9,0,0,9,-99999
1967,Hankyu Braves,mizuta000tak,Takashi Mizutani,19,0,0,-99999,3.71,9,1,8,0,0,-99999,51,16,7,7,3,2,0,10,0,0,0,67,1.059,8.5,1.6,1.1,5.3,5
1967,Hankyu Braves,nagare000tos,Toshiharu Nagare,18,0,1,0,12,2,1,1,0,0,-99999,9,6,4,4,0,2,0,0,0,0,0,16,2.667,18,0,6,0,0
1967,Hankyu Braves,norose000yos,Yoshiaki Norose,22,0,2,0,7.71,6,1,3,0,0,-99999,27.999999999999996,17,10,8,1,5,0,4,0,0,0,48,2.357,16.4,1,4.8,3.9,0.8
1967,Hankyu Braves,oishi-000kiy,Kiyoshi Oishi,27,5,8,0.385,2.59,47,5,17,0,0,-99999,333.99999999999994,87,35,32,12,41,5,77,4,0,1,448,1.15,7,1,3.3,6.2,1.88
1967,Hankyu Braves,sasaki000sei,Seigo Sasaki,20,7,6,0.538,3.16,31,16,5,3,2,-99999,350,96,51,41,8,38,2,67,4,0,1,480,1.149,7.4,0.6,2.9,5.2,1.76
1967,Hankyu Braves,yamamo003yos,Yoshiji Yamamoto*,32,0,0,-99999,13.5,4,0,0,0,0,-99999,4.000000000000001,6,4,2,0,2,0,1,0,0,0,12,6,40.5,0,13.5,6.8,0.5
1967,Hankyu Braves,yoneda000tet,Tetsuya Yoneda,29,18,15,0.545,2.76,46,36,10,14,4,-99999,841.9999999999999,249,100,86,17,80,9,189,12,4,4,1141,1.172,8,0.5,2.6,6.1,2.36
1967,Hanshin Tigers,abe---001kaz,Kazuharu Abe,27,3,5,0.375,3.12,24,2,14,0,0,-99999,130,41,20,15,5,16,1,25,0,0,0,182,1.315,8.5,1,3.3,5.2,1.56
1967,Hanshin Tigers,bacque001gen,Gene Bacque,29,18,12,0.6,2.3,38,31,3,19,2,-99999,775.0000000000002,196,79,66,11,73,4,141,16,0,2,1038,1.041,6.8,0.4,2.5,4.9,1.93
1967,Hanshin Tigers,enatsu000yut,Yutaka Enatsu*,19,12,13,0.48,2.74,42,29,7,8,2,-99999,691,167,81,70,27,88,1,225,3,1,3,923,1.107,6.5,1.1,3.4,8.8,2.56
1967,Hanshin Tigers,furusa000ken,Kenji Furusawa,19,2,1,0.667,4.84,21,3,7,0,0,-99999,134.00000000000003,41,24,24,6,24,0,36,2,0,1,197,1.455,8.3,1.2,4.8,7.3,1.5
1967,Hanshin Tigers,gondo-000mas,Masatoshi Gondo*,33,9,6,0.6,1.4,40,11,17,4,1,-99999,405,90,35,21,6,36,3,107,3,0,1,512,0.933,6,0.4,2.4,7.1,2.97
1967,Hanshin Tigers,hiraya000hid,Hideo Hirayama,18,0,1,0,5.23,7,2,5,0,0,-99999,30.999999999999996,10,6,6,1,6,0,2,0,0,0,43,1.548,8.7,0.9,5.2,1.7,0.33
1967,Hanshin Tigers,ishika000mid,Midori Ishikawa,33,1,4,0.2,6.18,22,4,7,0,0,-99999,131.00000000000003,44,30,30,7,13,1,20,3,0,0,184,1.305,9.1,1.4,2.7,4.1,1.54
1967,Hanshin Tigers,ishito000mik,Mikio Ishitoko,19,0,0,-99999,5.4,1,0,1,0,0,-99999,5,1,2,1,0,3,0,2,1,0,0,10,2.4,5.4,0,16.2,10.8,0.67
1967,Hanshin Tigers,kakimo000min,Minoru Kakimoto,31,4,0,1,1.52,20,10,6,2,1,-99999,248.00000000000003,75,23,14,5,19,3,45,1,0,0,333,1.137,8.2,0.5,2.1,4.9,2.37
1967,Hanshin Tigers,kokets000hir,Hirotoshi Koketsu*,20,0,1,0,18,2,1,1,0,0,-99999,6,1,4,4,1,4,0,1,0,0,0,11,2.5,4.5,4.5,18,4.5,0.25
1967,Hanshin Tigers,muraya000min,Minoru Murayama,30,13,9,0.591,2.79,30,25,5,9,3,-99999,541,141,62,56,20,42,3,126,1,0,2,709,1.015,7,1,2.1,6.3,3
1967,Hanshin Tigers,wako--000tom,Tomoo Wako,30,8,7,0.533,2.15,47,17,16,4,2,-99999,502.9999999999999,120,55,40,13,49,2,132,6,0,1,654,1.008,6.4,0.7,2.6,7.1,2.69
1967,Hiroshima Carp,aniya-000soh,Sohachi Aniya,22,8,16,0.333,2.99,45,25,11,8,1,-99999,568.9999999999999,167,78,63,27,61,9,131,4,0,1,776,1.202,7.9,1.3,2.9,6.2,2.15
1967,Hiroshima Carp,hasato000isa,Isao Hasato,22,0,0,-99999,18.9,4,2,0,0,0,-99999,10,8,9,7,1,2,0,3,2,0,0,22,3,21.6,2.7,5.4,8.1,1.5
1967,Hiroshima Carp,ikeda-000hid,Hidetoshi Ikeda,30,1,5,0.167,2.81,9,9,0,1,1,-99999,173.00000000000003,45,18,18,4,14,1,38,2,0,0,225,1.023,7,0.6,2.2,5.9,2.71
1967,Hiroshima Carp,jono--000kat,Katsuhiro Jono,22,3,5,0.375,2.05,19,9,6,3,1,-99999,198,55,17,15,2,20,1,26,1,1,1,270,1.136,7.5,0.3,2.7,3.5,1.3
1967,Hiroshima Carp,miyamo000yoj,Yojiro Miyamoto,25,5,8,0.385,3.87,32,18,4,3,1,-99999,342,123,56,49,20,30,1,60,2,0,0,485,1.342,9.7,1.6,2.4,4.7,2
1967,Hiroshima Carp,miyosh000yuk,Yukio Miyoshi,21,6,3,0.667,2.97,41,2,14,0,0,-99999,327,89,37,36,6,28,2,42,3,0,1,431,1.073,7.3,0.5,2.3,3.5,1.5
1967,Hiroshima Carp,nakamu000mit,Mitsuya Nakamura,32,0,0,-99999,1.5,6,0,5,0,0,-99999,18,5,1,1,0,2,0,3,0,0,1,25,1.167,7.5,0,3,4.5,1.5
1967,Hiroshima Carp,nishik000kat,Katsuhiro Nishikawa,23,0,2,0,4.34,32,5,7,0,0,-99999,168,58,33,27,10,21,0,30,1,0,0,241,1.411,9.3,1.6,3.4,4.8,1.43
1967,Hiroshima Carp,nishim000aki,Akikazu Nishimoto,18,0,0,-99999,5.4,4,0,3,0,0,-99999,15,4,3,3,2,2,0,3,0,0,0,21,1.2,7.2,3.6,3.6,5.4,1.5
1967,Hiroshima Carp,oba---000sus,Susumu Oba*,26,5,14,0.263,4.42,35,22,2,2,1,-99999,396.99999999999994,161,79,65,16,32,2,62,2,0,1,581,1.458,10.9,1.1,2.2,4.2,1.94
1967,Hiroshima Carp,oishi-000yat,Yataro Oishi,23,10,14,0.417,2.87,52,15,26,5,1,-99999,612,190,69,65,16,28,4,122,4,0,1,810,1.069,8.4,0.7,1.2,5.4,4.36
1967,Hiroshima Carp,ryu---000ken,Kenichi Ryu,30,2,4,0.333,4.88,33,1,16,0,0,-99999,237.99999999999994,85,44,43,9,22,1,34,2,0,0,339,1.349,9.6,1,2.5,3.9,1.55
1967,Hiroshima Carp,shirai000shi,Shizuo Shiraishi*,23,5,7,0.417,3.77,25,19,3,4,1,-99999,294,97,48,41,11,22,1,59,1,0,1,402,1.214,8.9,1,2,5.4,2.68
1967,Hiroshima Carp,sotoko000yos,Yoshiro Sotokoba,22,2,3,0.4,2.64,22,10,6,2,0,-99999,234.99999999999994,50,26,23,5,17,1,57,4,0,2,301,0.855,5.7,0.6,2,6.5,3.35
1967,Hiroshima Carp,ugari-000mic,Michio Ukari,30,0,2,0,3.12,20,1,6,0,0,-99999,104.00000000000003,45,18,12,4,11,0,12,2,0,0,152,1.615,11.7,1,2.9,3.1,1.09
1967,Hiroshima Carp,watana000sum,Sumio Watanabe,21,0,0,-99999,0,1,0,1,0,0,-99999,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-99999
1967,Nankai Hawks,goda--000eiz,Eizo Goda,25,12,11,0.522,2.91,54,32,13,8,2,-99999,703.9999999999999,217,83,76,19,50,3,97,2,0,1,944,1.138,8.3,0.7,1.9,3.7,1.94
1967,Nankai Hawks,harada000hid,Hideyuki Harada,22,0,0,-99999,4.5,4,0,4,0,0,-99999,12,7,4,2,1,1,0,3,0,0,0,20,2,15.8,2.3,2.3,6.8,3
1967,Nankai Hawks,hayash000tos,Toshihiro Hayashi*,23,0,1,0,5.79,6,0,3,0,0,-99999,27.999999999999996,14,7,6,2,3,0,8,1,0,0,46,1.821,13.5,1.9,2.9,7.7,2.67
1967,Nankai Hawks,minaga000mut,Mutsuo Minagawa,31,17,13,0.567,2.29,45,35,7,9,3,-99999,766.9999999999999,215,68,65,16,67,2,152,7,0,1,1017,1.103,7.6,0.6,2.4,5.4,2.27
1967,Nankai Hawks,miura-000kiy,Kiyohiro Miura,28,6,6,0.5,2.84,16,12,2,4,1,-99999,246.99999999999994,70,28,26,8,20,0,49,1,0,2,328,1.093,7.7,0.9,2.2,5.4,2.45
1967,Nankai Hawks,muraka001mas,Masanori Murakami*,23,3,1,0.75,4.03,41,1,8,0,0,-99999,240.99999999999994,72,36,36,11,26,0,60,7,0,2,340,1.22,8.1,1.2,2.9,6.7,2.31
1967,Nankai Hawks,nagamo000kun,Kunji Nagamoto,22,0,0,-99999,0,1,0,1,0,0,-99999,6,2,0,0,0,0,0,1,0,0,0,8,1,9,0,0,4.5,-99999
1967,Nankai Hawks,niiyam000aki,Akitada Niiyama,27,4,6,0.4,3.8,43,8,12,0,0,-99999,291,97,48,41,7,32,2,42,5,0,1,414,1.33,9,0.6,3,3.9,1.31
1967,Nankai Hawks,nishim000sho,Shozo Nishimura,26,2,4,0.333,1.92,19,6,9,1,1,-99999,183,45,17,13,5,20,1,27,1,0,0,243,1.066,6.6,0.7,3,4,1.35
1967,Nankai Hawks,sugiur000tad,Tadashi Sugiura,31,5,5,0.5,2.38,45,4,27,0,0,-99999,294.99999999999994,82,29,26,9,16,2,68,2,0,0,384,0.997,7.5,0.8,1.5,6.2,4.25
1967,Nankai Hawks,takaha000eii,Eiichiro Takahashi,31,0,1,0,15.09,8,1,5,0,0,-99999,34,27,19,19,3,9,0,6,0,0,0,65,3.176,21.4,2.4,7.1,4.8,0.67
1967,Nankai Hawks,ueda--001tak,Takuzo Ueda*,18,0,0,-99999,9,1,0,1,0,0,-99999,3,1,1,1,1,1,0,1,0,0,0,5,2,9,9,9,9,1
1967,Nankai Hawks,watana000tai,Taisuke Watanabe,24,15,18,0.455,3.22,50,34,9,10,1,-99999,747,219,98,89,26,51,2,136,4,0,3,994,1.084,7.9,0.9,1.8,4.9,2.67
1967,Nishitetsu Lions,fujimo000kaz,Kazuhiro Fujimoto*,19,0,0,-99999,0,2,0,0,0,0,-99999,9,2,0,0,0,1,0,0,0,0,0,12,1,6,0,3,0,0
1967,Nishitetsu Lions,fukuur000ken,Kenji Fukuura,24,0,0,-99999,3.27,12,0,7,0,0,-99999,66,20,8,8,2,7,0,6,0,0,0,89,1.227,8.2,0.8,2.9,2.5,0.86
1967,Nishitetsu Lions,honma-000mas,Masaru Honma,28,0,0,-99999,7.5,4,0,3,0,0,-99999,18,7,5,5,3,4,0,2,0,0,0,27,1.833,10.5,4.5,6,3,0.5
1967,Nishitetsu Lions,ikenag000mas,Masaaki Ikenaga,20,23,14,0.622,2.31,54,40,12,19,6,-99999,1006.0000000000002,300,102,86,16,81,6,203,16,0,3,1359,1.136,8.1,0.4,2.2,5.4,2.51
1967,Nishitetsu Lions,inao--000kaz,Kazuhisa Inao,30,8,9,0.471,2.65,46,9,19,3,1,-99999,387,114,40,38,11,22,3,87,5,0,1,513,1.054,8,0.8,1.5,6.1,3.95
1967,Nishitetsu Lions,inoue-002yos,Yoshio Inoue*,25,1,6,0.143,2.49,35,10,8,0,0,-99999,282,90,30,26,4,19,0,48,6,0,1,386,1.16,8.6,0.4,1.8,4.6,2.53
1967,Nishitetsu Lions,okamur000yos,Yoshinori Okamura,18,0,0,-99999,9,1,0,1,0,0,-99999,6,1,2,2,1,2,0,2,0,0,0,9,1.5,4.5,4.5,9,9,1
1967,Nishitetsu Lions,sei---000tos,Toshihiko Sei,21,4,5,0.444,2.82,51,8,22,0,0,-99999,324.99999999999994,89,41,34,7,33,3,78,8,0,0,443,1.126,7.4,0.6,2.7,6.5,2.36
1967,Nishitetsu Lions,tanaka000tsu,Tsutomu Tanaka,27,12,10,0.545,2.17,40,28,8,9,6,-99999,648,161,56,52,17,74,3,136,5,0,1,867,1.088,6.7,0.7,3.1,5.7,1.84
1967,Nishitetsu Lions,wako--000tad,Tadao Wako,30,5,9,0.357,2.82,41,16,13,2,2,-99999,402,111,56,42,7,51,5,86,9,0,2,556,1.209,7.5,0.5,3.4,5.8,1.69
1967,Nishitetsu Lions,yoda--000yor,Yoshinobu Yoda,23,13,11,0.542,2.44,48,29,9,5,3,-99999,631,193,78,57,13,44,1,116,8,0,2,860,1.127,8.3,0.6,1.9,5,2.64
1967,Osaka Kintetsu Buffaloes,bando-000sat,Satomi Bando,25,8,15,0.348,3.22,46,21,14,1,0,-99999,493.9999999999999,150,73,59,20,38,2,96,6,0,2,669,1.142,8.2,1.1,2.1,5.2,2.53
1967,Osaka Kintetsu Buffaloes,hashim003tak,Takashi Hashimoto,21,1,0,1,7.94,3,0,1,0,0,-99999,17,7,5,5,0,6,0,3,0,0,0,27,2.294,11.1,0,9.5,4.8,0.5
1967,Osaka Kintetsu Buffaloes,ito---000yuk,Yukio Ito?,24,2,1,0.667,6.85,14,3,5,0,0,-99999,67.00000000000001,26,19,17,2,7,0,9,2,0,1,102,1.478,10.5,0.8,2.8,3.6,1.29
1967,Osaka Kintetsu Buffaloes,kadono000tos,Toshiharu Kadono*,18,0,0,-99999,9.69,7,1,2,0,0,-99999,39,17,14,14,1,9,1,10,0,0,1,64,2,11.8,0.7,6.2,6.9,1.11
1967,Osaka Kintetsu Buffaloes,kato--000eij,Eiji Kato,19,0,0,-99999,3.68,4,1,1,0,0,-99999,21.999999999999996,6,3,3,1,5,0,7,2,0,0,32,1.5,7.4,1.2,6.1,8.6,1.4
1967,Osaka Kintetsu Buffaloes,kato--004hid,Hideo Kato,19,1,3,0.25,5.4,11,4,3,0,0,-99999,70.00000000000001,25,14,14,3,9,0,12,1,0,1,103,1.457,9.6,1.2,3.5,4.6,1.33
1967,Osaka Kintetsu Buffaloes,kawauc000yas,Yasuo Kawauchi,21,1,1,0.5,3.74,20,0,6,0,0,-99999,101.00000000000003,36,21,14,6,10,0,29,1,0,0,144,1.366,9.6,1.6,2.7,7.8,2.9
1967,Osaka Kintetsu Buffaloes,kihara000yos,Yoshitaka Kihara,24,2,4,0.333,4.1,16,7,6,0,0,-99999,125.00000000000003,41,22,19,7,11,1,21,1,0,0,174,1.248,8.9,1.5,2.4,4.5,1.91
1967,Osaka Kintetsu Buffaloes,makino000nob,Noboru Makino,30,1,2,0.333,2.41,36,3,11,0,0,-99999,168,43,21,15,3,32,1,29,2,0,0,240,1.339,6.9,0.5,5.1,4.7,0.91
1967,Osaka Kintetsu Buffaloes,onosak000kiy,Kiyoshi Onozaka*,24,0,2,0,8.83,12,0,2,0,0,-99999,52.000000000000014,25,17,17,2,6,1,6,1,0,0,86,1.788,13,1,3.1,3.1,1
1967,Osaka Kintetsu Buffaloes,osada-000hir,Hiroyuki Osada*,28,5,4,0.556,4.39,20,3,6,0,0,-99999,166,58,30,27,10,10,0,26,2,0,0,233,1.229,9.4,1.6,1.6,4.2,2.6
1967,Osaka Kintetsu Buffaloes,sasaki000koi,Koichiro Sasaki,23,14,10,0.583,3.38,46,26,15,9,3,-99999,655,203,91,82,18,45,2,121,7,0,0,882,1.136,8.4,0.7,1.9,5,2.69
1967,Osaka Kintetsu Buffaloes,suzuki000kei,Keishi Suzuki*,19,21,13,0.618,2.77,44,34,5,19,4,-99999,828,230,99,85,36,42,1,222,5,0,2,1085,0.986,7.5,1.2,1.4,7.2,5.29
1967,Osaka Kintetsu Buffaloes,tabata000ken,Kenjiro Tabata,21,1,6,0.143,6.24,19,7,3,1,0,-99999,186,77,44,43,10,10,2,36,5,1,0,275,1.403,11.2,1.5,1.5,5.2,3.6
1967,Osaka Kintetsu Buffaloes,tanabe000osa,Osamu Tanabe,23,1,7,0.125,3.87,24,13,6,1,0,-99999,222.99999999999994,85,40,32,6,26,2,48,1,0,0,323,1.493,10.3,0.7,3.1,5.8,1.85
1967,Osaka Kintetsu Buffaloes,tokuhi000tos,Toshiaki Tokuhisa,24,1,0,1,4.35,10,4,2,0,0,-99999,61.99999999999999,25,12,10,2,15,0,10,0,0,0,99,1.935,10.9,0.9,6.5,4.4,0.67
