year,team,playerID,name,age,win,lose,WL,ERA,game,starter,closer,complete,shutout,save,outs,hit,run,ER,HR,BB,IBB,K,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,K9,KBB
1997,Yomiuri Giants,kuwata001mas,Masumi Kuwata,29,10,7,0.588,3.77,26,26,0,0,0,0,423,127,68,59,15,37,1,104,5,0,1,580,1.163,8.1,1,2.4,6.6,2.81
1997,Yomiuri Giants,makiha001hir,Hiromi Makihara,33,12,9,0.571,3.46,25,24,0,4,1,0,451.9999999999999,140,62,58,23,36,3,115,2,2,2,614,1.168,8.4,1.4,2.2,6.9,3.19
1997,Yomiuri Giants,mino--001kat,Katsuhiro Mino,25,0,0,-99999,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,18,-99999
1997,Yomiuri Giants,misawa001koi,Koishi Misawa,23,3,4,0.429,4.55,35,0,9,0,0,2,172,53,31,29,7,32,0,46,3,0,2,253,1.483,8.3,1.1,5,7.2,1.44
1997,Yomiuri Giants,miyamo000kaz,Kazutomo Miyamoto*,33,4,4,0.5,3.92,20,11,4,1,1,0,179.00000000000003,66,28,26,7,19,0,28,1,0,0,257,1.425,10,1.1,2.9,4.2,1.47
1997,Yomiuri Giants,nishiy001kaz,Kazutaka Nishiyama,26,2,3,0.4,4.96,32,2,11,0,0,0,158.00000000000003,58,30,29,4,21,0,38,4,2,4,231,1.5,9.9,0.7,3.6,6.5,1.81
1997,Yomiuri Giants,okada-001hir,Hirokazu Okada,29,0,0,-99999,3.09,24,0,13,0,0,0,96,23,11,11,3,13,0,17,2,1,0,127,1.125,6.5,0.8,3.7,4.8,1.31
1997,Yomiuri Giants,okajim001hid,Hideki Okajima*,21,4,9,0.308,3.46,25,21,2,2,1,0,327.99999999999994,92,47,42,7,59,1,102,4,0,3,477,1.381,7.6,0.6,4.9,8.4,1.73
1997,Yomiuri Giants,ono---001hit,Hitoshi Ono*,20,1,0,1,6.75,11,1,7,0,0,0,52.000000000000014,21,16,13,3,7,0,13,0,0,0,81,1.615,10.9,1.6,3.6,6.8,1.86
1997,Yomiuri Giants,pavlas001dav,Dave Pavlas,34,0,0,-99999,6,7,0,6,0,0,4,18,10,4,4,0,4,2,4,1,0,1,32,2.333,15,0,6,6,1
1997,Yomiuri Giants,saitoh001mas,Masaki Saito,32,6,8,0.429,4.11,19,19,0,2,0,0,354.99999999999994,126,58,54,15,34,3,61,1,0,0,493,1.352,9.6,1.1,2.6,4.6,1.79
1997,Yomiuri Giants,satoh-001mak,Makoto Sato,22,0,0,-99999,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-99999
1998,Chiba Lotte Marines,crawfo001jos,Joe Crawford*,28,4,6,0.4,4.77,15,15,0,2,0,0,231.99999999999994,85,48,41,6,51,1,37,2,3,2,358,1.759,9.9,0.7,5.9,4.3,0.73
1998,Chiba Lotte Marines,daviso001sco,Scott Davison,27,0,1,0,2.35,5,0,1,0,0,0,23,8,2,2,0,5,2,8,0,0,0,35,1.696,9.4,0,5.9,9.4,1.6
1998,Chiba Lotte Marines,fujita001soi,Soichi Fujita*,25,6,4,0.6,2.17,56,0,23,0,0,7,198.99999999999994,62,18,16,3,19,2,54,1,1,4,270,1.221,8.4,0.4,2.6,7.3,2.84
1998,Chiba Lotte Marines,gotoh-001tos,Toshiyuki Goto,27,4,2,0.667,2.3,10,8,1,2,1,0,188.00000000000003,50,19,16,3,19,0,28,2,1,0,246,1.101,7.2,0.4,2.7,4,1.47
1998,Chiba Lotte Marines,haneka000ryu,Ryu Hanekawa*,25,0,0,-99999,27,2,0,2,0,0,0,1,2,1,1,1,0,0,0,0,0,0,3,6,54,27,0,0,-99999
1998,Chiba Lotte Marines,hoshib001tak,Takahisa Hoshiba,26,1,0,1,3.71,18,0,10,0,0,0,102,38,14,14,3,11,0,14,2,0,1,146,1.441,10.1,0.8,2.9,3.7,1.27
1998,Chiba Lotte Marines,iso---001tsu,Tsuneyuki Iso,22,3,4,0.429,5.66,16,10,2,1,0,0,167.00000000000003,58,36,35,10,30,2,37,2,0,7,252,1.581,9.4,1.6,4.9,6,1.23
1998,Chiba Lotte Marines,kawama001hir,Hiroaki Kawamata,25,0,0,-99999,3.04,16,0,5,0,0,0,80,18,10,9,4,7,0,21,0,0,1,102,0.938,6.1,1.4,2.4,7.1,3
1998,Chiba Lotte Marines,kawamo001yas,Yasuyuki Kawamoto*,30,0,4,0,3.42,25,0,18,0,0,9,79.00000000000001,24,10,10,2,15,2,22,0,0,1,115,1.481,8.2,0.7,5.1,7.5,1.47
1998,Chiba Lotte Marines,kobaya001hir,Hiroyuki Kobayashi,20,0,0,-99999,0,2,0,2,0,0,0,7.000000000000001,3,0,0,0,1,0,0,0,0,0,11,1.714,11.6,0,3.9,0,0
1998,Chiba Lotte Marines,kojima000hir,Hiromu Kojima,30,1,0,1,3.48,17,0,3,0,0,0,30.999999999999996,7,5,4,0,4,0,7,3,1,1,44,1.065,6.1,0,3.5,6.1,1.75
1998,Chiba Lotte Marines,komiya001sat,Satoru Komiyama,32,11,12,0.478,3.57,27,27,0,10,2,0,604.9999999999999,224,101,80,20,27,1,126,5,1,2,836,1.245,10,0.9,1.2,5.6,4.67
1998,Chiba Lotte Marines,kondo-000yos,Yoshihisa Kondo,32,0,2,0,5.23,26,0,7,0,0,0,93,36,20,18,4,12,1,27,0,0,2,141,1.548,10.5,1.2,3.5,7.8,2.25
1998,Chiba Lotte Marines,kuroki001tom,Tomohiro Kuroki,24,13,9,0.591,3.29,31,28,3,8,2,0,591,185,78,72,14,89,2,124,1,0,12,831,1.391,8.5,0.6,4.1,5.7,1.39
1998,Chiba Lotte Marines,muto--001jun,Junichiro Muto,29,8,7,0.533,3.76,26,21,1,2,2,0,423.99999999999994,131,69,59,18,55,1,102,5,0,2,611,1.316,8.3,1.1,3.5,6.5,1.85
1998,Chiba Lotte Marines,ono---001shi,Shingo Ono,23,0,0,-99999,0,1,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,1,5,2,0,0,18,0,0
1998,Chiba Lotte Marines,sonoka000kaz,Kazumi Sonokawa*,35,5,4,0.556,3.89,39,10,2,2,1,0,249.99999999999994,95,38,36,7,28,2,53,4,0,1,368,1.476,10.3,0.8,3,5.7,1.89
1998,Chiba Lotte Marines,takeki001koj,Koji Takekiyo,23,1,3,0.25,3.6,20,0,8,0,0,0,105,32,15,14,4,16,0,23,2,0,0,153,1.371,8.2,1,4.1,5.9,1.44
1998,Chiba Lotte Marines,warren001bri,Brian Warren,31,2,1,0.667,0.93,24,0,6,0,0,3,87,18,3,3,0,8,0,9,2,0,2,109,0.897,5.6,0,2.5,2.8,1.13
1998,Chiba Lotte Marines,yabuta001yas,Yasuhiko Yabuta,25,2,9,0.182,4.84,17,16,0,2,0,0,300.99999999999994,123,61,54,15,40,1,45,1,6,8,448,1.625,11,1.3,3.6,4,1.13
1998,Chiba Lotte Marines,yoshid001ats,Atsushi Yoshida,27,0,3,0,7.64,17,0,11,0,0,3,52.99999999999999,26,15,15,4,9,3,13,0,1,0,87,1.981,13.2,2,4.6,6.6,1.44
1998,Chunichi Dragons,daito-000mas,Masaaki Daito,25,1,0,1,2.95,21,0,7,0,0,0,64.00000000000001,22,7,7,0,6,0,14,1,0,1,90,1.313,9.3,0,2.5,5.9,2.33
1998,Chunichi Dragons,endoh-001mas,Masataka Endo,25,2,0,1,3,15,0,8,0,0,2,54,15,6,6,0,9,1,20,2,0,3,79,1.333,7.5,0,4.5,10,2.22
1998,Chunichi Dragons,higasa001mas,Masahito Higasa*,27,0,1,0,1.87,46,0,10,0,0,0,130,34,9,9,2,20,0,35,2,0,2,181,1.246,7.1,0.4,4.2,7.3,1.75
1998,Chunichi Dragons,imanak001shi,Shinji Imanaka*,27,2,8,0.2,5.34,14,14,0,0,0,0,187,64,41,37,4,28,2,50,1,0,1,276,1.476,9.2,0.6,4,7.2,1.79
1998,Chunichi Dragons,jarvis001kev,Kevin Jarvis,28,1,2,0.333,4.41,4,3,0,0,0,0,49.000000000000014,18,8,8,0,5,0,7,0,0,0,70,1.408,9.9,0,2.8,3.9,1.4
1998,Chunichi Dragons,kadoku001ken,Ken Kadokura,24,10,9,0.526,3.4,26,25,1,3,2,0,460.9999999999999,133,60,58,10,66,0,115,9,0,9,651,1.295,7.8,0.6,3.9,6.7,1.74
1998,Chunichi Dragons,kawaka001ken,Kenshin Kawakami,23,14,6,0.7,2.57,26,25,1,4,3,0,483.99999999999994,123,48,46,14,51,1,124,2,0,4,649,1.079,6.9,0.8,2.8,6.9,2.43
1998,Chunichi Dragons,kishik001tak,Takatoshi Kishikawa*,28,0,0,-99999,5.4,3,0,1,0,0,0,15,6,5,3,0,3,0,5,1,0,1,24,1.8,10.8,0,5.4,9,1.67
1998,Chunichi Dragons,koike-001tak,Takuichi Koike,27,0,0,-99999,11.25,3,0,1,0,0,0,12,7,6,5,2,4,0,2,0,0,0,22,2.75,15.8,4.5,9,4.5,0.5
1998,Chunichi Dragons,kojima001kei,Keiichi Kojima*,29,0,0,-99999,10.29,5,0,1,0,0,0,21,14,8,8,1,1,0,3,0,0,0,35,2.143,18,1.3,1.3,3.9,3
1998,Chunichi Dragons,lee---001san,Sang-Hoon Lee*,27,1,0,1,4.68,11,5,3,0,0,0,98.00000000000003,32,22,17,6,12,0,33,1,1,0,143,1.347,8.8,1.7,3.3,9.1,2.75
1998,Chunichi Dragons,maeda-001yuk,Yukinaga Maeda*,27,4,2,0.667,2.34,36,0,11,0,0,0,127.00000000000001,43,11,11,2,11,1,34,0,1,1,176,1.276,9.1,0.4,2.3,7.2,3.09
1998,Chunichi Dragons,nakaya001hir,Hiroaki Nakayama,30,0,0,-99999,0,4,0,1,0,0,0,21,4,0,0,0,2,1,2,0,0,0,27,0.857,5.1,0,2.6,2.6,1
1998,Chunichi Dragons,noguch001shi,Shigeki Noguchi*,24,14,9,0.609,2.34,27,27,0,6,1,0,576,174,59,50,10,63,4,134,5,0,8,802,1.234,8.2,0.5,3,6.3,2.13
1998,Chunichi Dragons,ochiai001eij,Eiji Ochiai,28,4,6,0.4,2.82,55,0,12,0,0,5,219.99999999999994,81,29,23,3,12,2,36,0,0,0,308,1.268,9.9,0.4,1.5,4.4,3
1998,Chunichi Dragons,satoh-001yas,Yasuyuki Sato*,26,2,3,0.4,2.82,20,0,3,0,0,0,67.00000000000001,24,8,7,0,11,0,14,0,0,0,100,1.567,9.7,0,4.4,5.6,1.27
1998,Chunichi Dragons,shotsu001eij,Eiji Shotsu,25,6,1,0.857,2.45,45,2,13,1,0,0,231,62,21,21,7,20,1,55,4,0,1,301,1.065,7.2,0.8,2.3,6.4,2.75
1998,Chunichi Dragons,sun---001don,Dong Yol Sun,35,3,0,1,1.48,42,0,37,0,0,29,146.00000000000003,31,8,8,4,11,0,58,0,0,1,187,0.863,5.7,0.7,2,10.7,5.27
1998,Chunichi Dragons,tsurut001yas,Yasushi Tsuruta,27,0,1,0,2.25,3,1,1,0,0,0,24,4,2,2,0,5,0,4,0,0,0,33,1.125,4.5,0,5.6,4.5,0.8
1998,Chunichi Dragons,yamada001hir,Hiroshi Yamada,25,2,3,0.4,4.5,14,6,5,0,0,0,114,41,19,19,1,20,1,27,2,0,3,172,1.605,9.7,0.2,4.7,6.4,1.35
1998,Chunichi Dragons,yamada000tak,Takashi Yamada,24,0,0,-99999,18.9,2,0,1,0,0,0,10,9,7,7,4,2,0,1,0,0,0,21,3.3,24.3,10.8,5.4,2.7,0.5
1998,Chunichi Dragons,yamamo001mas,Masahiro Yamamoto*,32,9,9,0.5,3.66,28,28,0,5,3,0,546,185,74,74,14,60,3,131,2,0,1,769,1.346,9.1,0.7,3,6.5,2.18
1998,Fukuoka Daiei Hawks,doi---001mas,Masahiro Doi*,26,1,0,1,2.35,3,3,0,1,0,0,46,12,4,4,1,12,0,13,0,1,1,67,1.565,7,0.6,7,7.6,1.08
1998,Fukuoka Daiei Hawks,fujii-002mas,Masao Fujii,29,4,0,1,3.05,48,0,12,0,0,0,195,51,25,22,6,22,3,36,1,0,1,260,1.123,7.1,0.8,3,5,1.64
1998,Fukuoka Daiei Hawks,hamagi000yas,Yasuji Hamagiwa*,27,0,0,-99999,4.5,14,0,0,0,0,0,60,18,11,10,4,12,0,12,0,1,2,86,1.5,8.1,1.8,5.4,5.4,1
1998,Fukuoka Daiei Hawks,hoshin001jun,Junji Hoshino,24,0,0,-99999,0,2,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,4,1,0,0,9,0,0
1998,Fukuoka Daiei Hawks,kimura000kei,Keiji Kimura,32,2,4,0.333,5.87,10,9,0,0,0,0,115.00000000000001,51,28,25,7,20,0,25,1,0,1,183,1.852,12,1.6,4.7,5.9,1.25
1998,Fukuoka Daiei Hawks,kimura001shi,Shigeru Kimura,22,0,0,-99999,12,5,0,4,0,0,0,18,10,8,8,0,6,0,4,0,1,0,32,2.667,15,0,9,6,0.67
1998,Fukuoka Daiei Hawks,kudoh-001kim,Kimiyasu Kudo*,35,7,4,0.636,3.07,15,14,0,1,0,0,281,90,35,32,8,28,1,65,2,1,0,386,1.26,8.6,0.8,2.7,6.2,2.32
1998,Fukuoka Daiei Hawks,kurano001shi,Shinji Kurano,23,1,0,1,4.21,36,0,8,0,0,0,154,43,26,24,4,35,1,21,2,1,3,223,1.519,7.5,0.7,6.1,3.7,0.6
1998,Fukuoka Daiei Hawks,nagai-001tom,Tomohiro Nagai,22,0,1,0,4.76,7,0,3,0,0,0,17,4,3,3,1,5,0,7,1,0,0,26,1.588,6.4,1.6,7.9,11.1,1.4
1998,Fukuoka Daiei Hawks,nagado001hir,Hiroshi Nagatomi,37,0,0,-99999,1.29,33,0,9,0,0,3,63,14,4,3,0,11,1,13,0,0,2,84,1.19,6,0,4.7,5.6,1.18
1998,Fukuoka Daiei Hawks,nishim001tat,Tatsuji Nishimura,29,10,10,0.5,3.36,25,24,1,3,0,0,457.9999999999999,163,72,57,18,60,3,69,4,3,10,670,1.461,9.6,1.1,3.5,4.1,1.15
1998,Fukuoka Daiei Hawks,okamot001kat,Katsunori Okamoto,25,1,2,0.333,2.54,42,0,35,0,0,21,117,34,11,11,4,13,1,36,0,0,1,162,1.205,7.8,0.9,3,8.3,2.77
1998,Fukuoka Daiei Hawks,saitoh001kaz,Kazumi Saito,20,0,0,-99999,7.36,1,0,1,0,0,0,11.000000000000002,6,3,3,0,3,0,1,1,0,0,19,2.455,14.7,0,7.4,2.5,0.33
1998,Fukuoka Daiei Hawks,saitoh001mit,Mitsugu Saito,28,1,0,1,5.52,8,0,0,0,0,0,43.99999999999999,19,9,9,1,5,2,5,0,0,1,65,1.636,11.7,0.6,3.1,3.1,1
1998,Fukuoka Daiei Hawks,sakumo001mas,Masahiro Sakumoto*,23,6,6,0.5,4.13,33,12,6,0,0,1,267.99999999999994,102,50,41,11,35,5,54,1,5,2,397,1.534,10.3,1.1,3.5,5.4,1.54
1998,Fukuoka Daiei Hawks,shinoh001tak,Takayuki Shinohara*,21,2,4,0.333,4.53,51,0,10,0,0,3,167.00000000000003,51,28,28,2,31,2,47,1,0,2,240,1.473,8.2,0.3,5,7.6,1.52
1998,Fukuoka Daiei Hawks,takeda001kaz,Kazuhiro Takeda,33,13,10,0.565,3.62,28,28,0,4,0,0,529,173,82,71,16,68,3,103,2,2,3,751,1.367,8.8,0.8,3.5,5.3,1.51
1998,Fukuoka Daiei Hawks,tanoue001kei,Keisaburo Tanoue,26,0,1,0,4.12,8,2,1,0,0,0,58.99999999999999,24,9,9,2,6,1,10,0,0,1,88,1.525,11,0.9,2.7,4.6,1.67
1998,Fukuoka Daiei Hawks,wakata001ken,Kenichi Wakatabe,28,0,0,-99999,7.5,7,0,2,0,0,0,18,8,5,5,1,3,0,3,1,0,0,29,1.833,12,1.5,4.5,4.5,1
1998,Fukuoka Daiei Hawks,watana001hid,Hidekazu Watanabe,26,4,8,0.333,5.18,22,15,1,2,0,0,270.99999999999994,94,57,52,9,35,1,48,4,1,5,398,1.428,9.4,0.9,3.5,4.8,1.37
1998,Fukuoka Daiei Hawks,watana003mas,Masakazu Watanabe*,32,0,0,-99999,9,3,0,2,0,0,0,9,3,3,3,0,1,0,1,0,0,0,13,1.333,9,0,3,3,1
1998,Fukuoka Daiei Hawks,willia005bri,Brian Williams,29,5,6,0.455,5.6,20,12,4,1,0,1,212.00000000000003,57,47,44,6,47,0,64,5,0,4,315,1.472,7.3,0.8,6,8.2,1.36
1998,Fukuoka Daiei Hawks,yamasa001shi,Shintaro Yamasaki,32,2,3,0.4,8.84,5,5,0,0,0,0,55.000000000000014,31,20,18,1,10,0,8,1,0,0,96,2.236,15.2,0.5,4.9,3.9,0.8
1998,Fukuoka Daiei Hawks,yoshid001shu,Shuji Yoshida*,31,3,4,0.429,2.1,63,0,19,0,0,10,167.00000000000003,45,14,13,4,19,2,50,1,0,2,225,1.15,7.3,0.6,3.1,8.1,2.63
1998,Fukuoka Daiei Hawks,yoshit001shi,Shintaro Yoshitake,23,5,4,0.556,4.58,15,11,2,2,1,0,224.00000000000003,89,42,38,7,23,1,24,4,1,2,332,1.5,10.7,0.8,2.8,2.9,1.04
1998,Hanshin Tigers,arikur000mas,Masashi Arikura,31,0,0,-99999,0,1,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,11,2,18,0,0,0,-99999
1998,Hanshin Tigers,creek-001pau,Doug Creek*,29,0,4,0,5.65,7,6,0,0,0,0,86,23,21,18,4,25,0,24,0,2,0,132,1.674,7.2,1.3,7.8,7.5,0.96
1998,Hanshin Tigers,esaka-000mas,Masaaki Esaka*,30,0,0,-99999,18,2,0,1,0,0,0,6,8,5,4,0,1,1,2,0,0,0,13,4.5,36,0,4.5,9,2
1998,Hanshin Tigers,funaki001sat,Satoshi Funaki,24,0,2,0,6.84,10,3,3,0,0,0,75,31,19,19,2,18,0,12,2,1,0,126,1.96,11.2,0.7,6.5,4.3,0.67
1998,Hanshin Tigers,furumi000kat,Katsuyuki Furumizo*,34,0,2,0,4.76,14,0,1,0,0,0,51,27,13,9,1,8,2,9,1,0,2,86,2.059,14.3,0.5,4.2,4.8,1.13
1998,Hanshin Tigers,inoue-001tak,Takao Inoue,22,2,9,0.182,4.03,27,11,2,0,0,0,240.99999999999994,80,41,36,8,26,1,50,3,0,3,340,1.32,9,0.9,2.9,5.6,1.92
1998,Hanshin Tigers,itoh--001ats,Atsunori Ito,35,2,3,0.4,2.87,50,0,10,0,0,0,160,52,18,17,2,18,7,40,2,0,2,226,1.313,8.8,0.3,3,6.8,2.22
1998,Hanshin Tigers,kasai-001min,Minoru Kasai,31,1,3,0.25,3.81,51,0,14,0,0,0,163,54,24,23,2,28,2,44,5,0,3,243,1.509,8.9,0.3,4.6,7.3,1.57
1998,Hanshin Tigers,katase000kiy,Kiyotoshi Katase,34,0,0,-99999,0,1,0,0,0,0,0,6,2,0,0,0,1,0,1,0,0,0,9,1.5,9,0,4.5,4.5,1
1998,Hanshin Tigers,kawaji001tet,Tetsuro Kawajiri,29,10,5,0.667,2.84,25,25,0,4,1,0,475.9999999999999,150,56,50,13,52,5,88,8,1,0,660,1.273,8.5,0.7,2.9,5,1.69
1998,Hanshin Tigers,kuo---000lij,Li ChienFu Kuo,29,2,1,0.667,4.61,11,0,3,0,0,0,40.99999999999999,14,9,7,2,13,2,5,0,0,1,69,1.976,9.2,1.3,8.6,3.3,0.38
1998,Hanshin Tigers,may---001dar,Darrell May*,26,4,9,0.308,3.47,21,21,0,1,1,0,388.9999999999999,122,55,50,12,55,3,94,6,0,2,563,1.365,8.5,0.8,3.8,6.5,1.71
1998,Hanshin Tigers,muraka001sel,Seiichi Murakami,28,0,0,-99999,6.75,3,0,1,0,0,0,8.000000000000002,3,2,2,1,1,1,2,0,0,0,12,1.5,10.1,3.4,3.4,6.8,2
1998,Hanshin Tigers,nakago001shi,Shin Nakagomi,28,8,13,0.381,4.78,26,25,0,1,0,0,429,181,81,76,17,40,0,69,3,0,3,640,1.545,11.4,1.1,2.5,4.3,1.73
1998,Hanshin Tigers,nakano000yuk,Yukiyasu Nakanose,25,0,1,0,6.35,7,0,3,0,0,0,34,13,8,8,0,9,0,12,0,1,1,55,1.941,10.3,0,7.1,9.5,1.33
1998,Hanshin Tigers,rivera001bie,Ben Rivera,30,2,3,0.4,2.38,44,0,43,0,0,27,159,44,14,14,2,19,1,45,0,0,1,220,1.189,7.5,0.3,3.2,7.6,2.37
1998,Hanshin Tigers,takaha002aki,Akinori Takahashi*,23,0,0,-99999,0,1,0,1,0,0,0,3,1,0,0,0,1,0,1,0,0,0,5,2,9,0,9,9,1
1998,Hanshin Tigers,takeuc001yos,Masaya Takeuchi,27,3,4,0.429,5.97,35,7,13,0,0,0,198.99999999999994,76,48,44,5,33,5,32,4,1,6,302,1.643,10.3,0.7,4.5,4.3,0.97
1998,Hanshin Tigers,toyama001sho,Shoji Toyama*,30,0,1,0,7.59,11,0,4,0,0,0,31.999999999999993,19,9,9,1,4,0,4,0,0,0,51,2.156,16,0.8,3.4,3.4,1
1998,Hanshin Tigers,yabu--001kei,Keiichi Yabu,29,11,10,0.524,3.51,24,24,0,3,2,0,492,159,74,64,11,51,0,90,8,2,4,692,1.28,8.7,0.6,2.8,4.9,1.76
1998,Hanshin Tigers,yamamu001hir,Hiroki Yamamura,22,1,3,0.25,4.09,10,5,2,0,0,0,99,39,15,15,1,12,0,18,2,0,0,146,1.545,10.6,0.3,3.3,4.9,1.5
1998,Hanshin Tigers,yamaok001hir,Hiroyuki Yamaoka,23,0,2,0,4.5,21,2,4,0,0,0,84,26,18,14,4,11,0,14,2,1,1,120,1.321,8.4,1.3,3.5,4.5,1.27
1998,Hanshin Tigers,yamaza002kaz,Kazuharu Yamazaki,25,0,1,0,6.75,4,0,3,0,0,0,8.000000000000002,4,2,2,0,2,1,0,0,0,0,14,2.25,13.5,0,6.8,0,0
1998,Hanshin Tigers,yoshid001toy,Toyohiko Yoshida*,31,4,3,0.571,5.19,44,2,13,0,0,0,156,50,34,30,4,27,4,41,6,0,0,238,1.481,8.7,0.7,4.7,7.1,1.52
1998,Hanshin Tigers,yufune001tos,Toshiro Yufune*,31,1,1,0.5,3.86,4,4,0,0,0,0,49.000000000000014,17,7,7,0,7,0,10,0,0,1,69,1.469,9.4,0,3.9,5.5,1.43
1998,Hanshin Tigers,yumina001tat,Tatsuhiro Yuminaga*,30,1,3,0.25,1.69,57,0,5,0,0,0,144,47,13,9,2,27,3,42,5,1,3,219,1.542,8.8,0.4,5.1,7.9,1.56
1998,Hiroshima Carp,azuse-000kot,Kotaro Azuse*,31,0,1,0,6,13,0,0,0,0,0,18,7,5,4,0,2,0,5,2,0,1,29,1.5,10.5,0,3,7.5,2.5
1998,Hiroshima Carp,endoh-001ryu,Ryuji Endo,22,0,0,-99999,12,2,0,1,0,0,0,9,4,5,4,1,3,0,3,0,0,1,17,2.333,12,3,9,9,1
1998,Hiroshima Carp,hasega001mas,Masayuki Hasegawa,20,0,0,-99999,36,1,1,0,0,0,0,3,3,4,4,0,2,0,2,0,0,0,8,5,27,0,18,18,1
1998,Hiroshima Carp,kato--000shi,Shinichi Kato,32,8,6,0.571,2.99,22,22,0,3,1,0,424.9999999999999,157,64,47,15,27,1,62,5,2,5,608,1.299,10,1,1.7,3.9,2.3
1998,Hiroshima Carp,kawano001mas,Masato Kawano,20,0,3,0,7.24,6,3,3,0,0,0,40.99999999999999,13,15,11,0,11,0,10,1,0,1,63,1.756,8.6,0,7.2,6.6,0.91
1998,Hiroshima Carp,kikuch001tsu,Tsuyoshi Kikuchihara*,23,0,1,0,5.4,7,0,3,0,0,0,30,14,11,6,1,6,0,13,0,0,1,50,2,12.6,0.9,5.4,11.7,2.17
1998,Hiroshima Carp,kitoh-001mak,Makoto Kito,33,3,8,0.273,5.04,18,17,0,1,1,0,284,110,56,53,16,30,1,64,1,1,1,414,1.479,10.5,1.5,2.9,6.1,2.13
1998,Hiroshima Carp,kiyoka000eij,Eiji Kiyokawa*,36,0,0,-99999,2.7,9,0,0,0,0,0,10,1,1,1,0,2,0,3,0,0,0,13,0.9,2.7,0,5.4,8.1,1.5
1998,Hiroshima Carp,kobaya001kan,Kanei Kobayashi,24,9,6,0.6,2.87,54,0,38,0,0,18,245.00000000000003,50,26,26,9,36,2,105,2,0,4,330,1.053,5.5,1,4,11.6,2.92
1998,Hiroshima Carp,kuroda001hir,Hiroki Kuroda,23,1,4,0.2,6.6,18,6,3,0,0,0,135,53,34,33,5,24,0,25,1,0,1,199,1.711,10.6,1,4.8,5,1.04
1998,Hiroshima Carp,minche001nat,Nate Minchey,28,15,11,0.577,2.75,35,35,0,6,2,0,708,241,91,72,19,57,2,123,7,0,4,980,1.263,9.2,0.7,2.2,4.7,2.16
1998,Hiroshima Carp,ono---000yut,Yutaka Ono*,42,3,2,0.6,2.91,13,8,1,0,0,0,130,41,18,14,4,17,2,24,0,1,1,184,1.338,8.5,0.8,3.5,5,1.41
1998,Hiroshima Carp,perdom002fel,Felix Perdomo,24,0,0,-99999,4.15,13,0,2,0,0,0,52.000000000000014,15,8,8,0,11,0,6,1,0,1,74,1.5,7.8,0,5.7,3.1,0.55
1998,Hiroshima Carp,sasaok001shi,Shinji Sasaoka,30,5,11,0.313,3.79,29,16,12,1,0,6,363,113,54,51,17,25,1,96,3,1,3,491,1.14,8.4,1.3,1.9,7.1,3.84
1998,Hiroshima Carp,sawaza001tos,Toshikazu Sawazaki,23,1,0,1,4.94,17,1,4,0,0,0,71,30,14,13,3,12,0,18,0,0,2,111,1.775,11.4,1.1,4.6,6.8,1.5
1998,Hiroshima Carp,takaha002hid,Hideki Takahashi,25,0,0,-99999,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-99999
1998,Hiroshima Carp,takaha001ken,Ken Takahashi*,29,3,8,0.273,3.83,41,9,9,0,0,0,303,92,45,43,10,46,2,76,2,1,5,431,1.366,8.2,0.9,4.1,6.8,1.65
1998,Hiroshima Carp,tamaki001shi,Shigeo Tamaki,27,6,4,0.6,4.99,50,0,20,0,0,2,222,73,44,41,5,30,2,53,4,0,2,321,1.392,8.9,0.6,3.6,6.4,1.77
1998,Hiroshima Carp,tanaka001yos,Yoshiki Tanaka*,23,0,1,0,6.91,8,2,1,0,0,0,43,25,11,11,3,11,0,16,0,0,0,78,2.512,15.7,1.9,6.9,10,1.45
1998,Hiroshima Carp,tomiok002his,Hisaki Tomioka*,25,0,0,-99999,4.29,16,0,8,0,0,0,63,19,11,10,1,20,0,24,0,0,4,99,1.857,8.1,0.4,8.6,10.3,1.2
1998,Hiroshima Carp,wakaba000tak,Takanobu Wakabayashi,24,0,0,-99999,3,4,0,2,0,0,0,9,4,1,1,1,1,0,2,1,0,0,13,1.667,12,3,3,6,2
1998,Hiroshima Carp,yamada001tsu,Tsutomu Yamada,30,0,1,0,9.37,13,0,4,0,0,0,49.000000000000014,23,18,17,2,8,1,18,2,0,2,82,1.898,12.7,1.1,4.4,9.9,2.25
1998,Hiroshima Carp,yamasa001ken,Ken Yamasaki,25,0,0,-99999,9.53,4,0,1,0,0,0,17,7,6,6,2,7,0,2,0,0,0,33,2.471,11.1,3.2,11.1,3.2,0.29
1998,Hiroshima Carp,yamauc001yas,Yasuyuki Yamauchi,25,4,7,0.364,5.19,27,15,4,2,0,0,281,104,58,54,16,44,2,67,1,1,4,425,1.58,10,1.5,4.2,6.4,1.52
1998,Hiroshima Carp,yokoya001ryu,Ryuji Yokoyama,22,2,1,0.667,2.57,24,0,6,0,0,1,105,23,13,10,1,19,2,43,1,1,7,147,1.2,5.9,0.3,4.9,11.1,2.26
