id,game,PA,AB,run,hit,single,double,triple,HR,RBI,steal,CS,BB,SO,AVG,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
araki-000dai,210,252,222,13,33,31,2,0,0,7,0,0,8,87,0.14864864864864866,0.1626984126984127,0.15765765765765766,0.3203560703560704,35,7,0,22,0,0
araki-000fum,184,171,143,36,26,23,3,0,0,2,14,3,13,36,0.18181818181818182,0.23976608187134502,0.20279720279720279,0.4425632846685478,29,2,2,13,0,1
araki-000shi,219,689,617,89,132,93,26,3,10,59,20,14,61,87,0.21393841166936792,0.28156748911465895,0.31442463533225284,0.5959921244469117,194,3,1,10,NA,NA
araki-001mas,2220,8416,7639,954,2045,1709,275,27,34,468,378,114,431,1043,0.26770519701531614,0.29940405244338497,0.3241261945280796,0.6235302469714645,2476,129,36,284,26,11
araki-001tak,685,1215,1057,136,241,182,36,5,18,116,16,8,97,212,0.228003784295175,0.2919768403639371,0.3226111636707663,0.6145880040347034,341,24,15,40,6,2
aramak000ats,522,798,717,56,140,107,30,2,1,46,4,4,42,101,0.19525801952580196,0.22835633626097868,0.24686192468619247,0.4752182609471711,177,4,0,38,NA,NA
arame-001kan,173,10,8,0,1,1,0,0,0,0,0,0,2,5,0.125,0.3,0.125,0.425,1,0,0,0,0,0
aranam000sho,522,1719,1571,205,410,314,70,16,10,96,62,28,101,300,0.2609802673456397,0.3045507584597433,0.3450031826861871,0.6495539411459303,542,16,11,31,5,4
aranis000yud,13,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
araoka000aki,20,11,11,1,3,3,0,0,0,2,0,0,0,2,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.5454545454545454,3,0,0,0,NA,NA
arasun000tad,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
aratak000yas,86,96,85,5,12,5,6,0,1,6,1,0,10,20,0.1411764705882353,0.23958333333333334,0.24705882352941178,0.48664215686274515,21,0,1,0,0,0
arcia-001osw,89,324,284,30,63,39,10,0,14,43,0,2,30,92,0.22183098591549297,0.3157894736842105,0.40492957746478875,0.7207190511489993,115,6,9,0,1,0
arias-001geo,639,2620,2364,348,612,326,122,3,161,436,13,6,216,604,0.25888324873096447,0.325115562403698,0.5173434856175972,0.8424590480212952,1223,41,16,0,24,14
ariga-000yos,167,261,222,22,44,35,5,1,3,19,0,2,23,54,0.1981981981981982,0.2681992337164751,0.2702702702702703,0.5384695039867453,60,6,3,13,0,0
arihar000koh,106,15,13,1,2,2,0,0,0,0,0,0,0,8,0.15384615384615385,0.13333333333333333,0.15384615384615385,0.28717948717948716,2,0,0,2,0,0
arimac000mas,133,327,282,28,60,47,12,0,1,30,0,1,33,43,0.2127659574468085,0.30340557275541796,0.26595744680851063,0.5693630195639285,75,7,5,3,4,NA
arimur000ien,154,326,298,24,71,53,14,2,2,25,1,1,25,32,0.23825503355704697,0.29846153846153844,0.3187919463087248,0.6172534847702633,95,4,1,1,NA,NA
arisaw000ken,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arita-000shu,1313,3611,3091,356,763,529,100,6,128,430,16,17,405,582,0.2468456810093821,0.33240379252649194,0.4073115496603041,0.739715342186796,1259,102,24,66,25,19
arita-000tet,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
arito-000mic,2063,8149,7303,1171,2057,1335,328,46,348,1061,282,92,691,1204,0.28166506914966455,0.3487654320987654,0.48213063124743255,0.8308960633461979,3521,205,77,29,49,33
ariyos000hir,44,26,26,2,4,4,0,0,0,0,0,0,0,10,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.3076923076923077,4,2,0,0,0,0
ariyos000yuk,31,8,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0
arizon000nao,5,12,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
arnold002chr,330,1143,1051,154,288,189,51,5,43,174,12,8,66,180,0.27402473834443386,0.3176991150442478,0.4548049476688868,0.7725040627131345,478,30,5,8,13,3
asada-000haj,9,5,5,0,1,1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,0,0,0,NA,NA
asagoe000kei,318,560,539,30,108,76,16,3,13,36,1,4,15,135,0.20037105751391465,0.22719141323792486,0.313543599257885,0.5407350124958099,169,21,4,1,1,0
asahar000nao,430,1487,1341,165,307,206,55,12,34,191,41,19,129,187,0.22893363161819538,0.2985781990521327,0.3639075316927666,0.6624857307448992,488,29,5,2,NA,NA
asai--000mam,4,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
asai--000shi,885,2763,2584,207,579,428,84,10,57,214,49,35,106,360,0.22407120743034056,0.25527272727272726,0.3304953560371517,0.585768083309879,854,60,17,43,13,11
asai--001hid,96,40,32,1,2,2,0,0,0,2,0,0,1,14,0.0625,0.075,0.0625,0.1375,2,0,0,7,0,0
asai--001its,1070,2039,1832,245,523,385,73,13,52,259,41,15,183,345,0.2854803493449782,0.3520433284096504,0.42467248908296945,0.7767158174926199,778,29,9,7,8,14
asai--001ryo,486,757,688,71,171,128,28,3,12,66,10,7,30,157,0.24854651162790697,0.2775564409030544,0.3502906976744186,0.6278471385774731,241,14,8,27,4,3
asakur001ken,219,352,307,9,24,16,7,0,1,14,0,0,9,179,0.0781758957654723,0.09401709401709402,0.11074918566775244,0.20476627968484645,34,7,0,35,1,0
asama-000dai,419,1230,1128,109,266,187,57,9,13,81,28,11,68,306,0.23581560283687944,0.27800490596892885,0.33687943262411346,0.6148843385930423,380,15,6,21,7,2
asamur001hid,1805,7637,6597,963,1845,1220,319,23,283,1072,77,45,858,1370,0.27967257844474763,0.36631439894319684,0.46369561922085795,0.8300100181640548,3059,175,70,45,67,37
asano-000kei,514,483,431,24,53,41,11,0,1,19,0,0,19,187,0.12296983758700696,0.14937759336099585,0.1554524361948956,0.30483002955589145,67,3,0,32,1,0
asano-000sho,24,41,40,2,10,8,1,0,1,2,0,2,1,14,0.25,0.2682926829268293,0.35,0.6182926829268293,14,0,0,0,0,0
asanum000tos,6,4,4,3,2,2,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,2,0,0,0,0,0
asao--001tak,281,34,33,4,4,3,0,1,0,1,0,0,0,11,0.12121212121212122,0.11764705882352941,0.18181818181818182,0.2994652406417112,6,0,0,1,0,0
asayam001toy,152,238,224,32,49,31,7,3,8,25,6,1,6,55,0.21875,0.24050632911392406,0.38392857142857145,0.6244349005424955,86,5,2,5,1,0
ashiza000shi,280,435,403,33,84,61,17,1,5,38,0,1,19,93,0.20843672456575682,0.24597701149425288,0.29280397022332505,0.5387809817175779,118,8,4,9,0,0
aso---000san,523,894,846,61,183,130,37,5,11,79,7,6,34,132,0.21631205673758866,0.24717832957110608,0.3108747044917258,0.5580530340628318,263,28,2,4,8,6
asprom001ken,295,1028,943,96,257,171,53,2,31,120,2,5,68,74,0.2725344644750795,0.32448377581120946,0.43160127253446445,0.7560850483456739,407,30,5,1,11,2
astudi001wil,20,50,44,2,6,4,1,0,1,3,0,0,2,2,0.13636363636363635,0.22448979591836735,0.22727272727272727,0.4517625231910946,10,3,3,0,1,0
atchis001sco,118,23,22,1,2,2,0,0,0,1,0,0,0,13,0.09090909090909091,0.08695652173913043,0.09090909090909091,0.17786561264822134,2,0,0,1,0,0
atsuta000ryo,6,15,15,0,2,1,1,0,0,0,0,0,0,3,0.13333333333333333,0.13333333333333333,0.2,0.33333333333333337,3,1,0,0,0,0
ault--001dou,102,348,326,39,100,70,12,0,18,59,2,1,14,60,0.3067484662576687,0.34104046242774566,0.50920245398773,0.8502429164154757,166,12,4,2,2,3
austin001chr,232,800,690,104,199,101,47,2,49,139,1,0,101,207,0.28840579710144926,0.383939774153074,0.5753623188405798,0.9593020929936538,397,14,6,0,3,4
austin005ric,8,7,6,0,1,1,0,0,0,0,0,0,0,4,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.30952380952380953,1,0,0,1,0,0
awaguc000ken,1639,4331,3915,487,1076,750,186,22,118,474,58,40,331,544,0.2748403575989783,0.33379823337982334,0.4240102171136654,0.7578084504934888,1660,54,29,27,29,42
awano-001hid,133,32,29,0,2,2,0,0,0,1,0,0,2,15,0.06896551724137931,0.125,0.06896551724137931,0.1939655172413793,2,0,0,1,0,0
ayabe-000kak,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ayukaw001yos,227,464,402,40,85,61,19,3,2,33,2,3,46,113,0.21144278606965175,0.2956521739130435,0.2885572139303483,0.5842093878433918,116,7,5,7,4,0
azuma-000kat,70,145,122,1,12,10,2,0,0,6,0,0,4,56,0.09836065573770492,0.1103448275862069,0.11475409836065574,0.22509892594686265,14,3,0,19,0,0
azuma-000min,48,28,26,1,5,5,0,0,0,1,0,0,0,4,0.19230769230769232,0.17857142857142858,0.19230769230769232,0.3708791208791209,5,0,0,2,0,0
azuma-000sat,6,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
azuma-000tet,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
azuma-001kaz,13,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
azuse-000kot,45,16,13,1,1,1,0,0,0,0,0,0,2,4,0.07692307692307693,0.1875,0.07692307692307693,0.2644230769230769,1,0,0,1,0,0
baba--000kos,65,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
baba--000sho,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
baba--000tos,675,1578,1357,114,328,259,51,6,12,119,8,5,102,229,0.2417096536477524,0.2837150127226463,0.31466470154753134,0.5983797142701777,427,34,16,97,6,4
bacque001gen,252,570,537,31,92,69,12,2,9,39,0,0,10,159,0.1713221601489758,0.18309859154929578,0.25139664804469275,0.4344952395939885,135,5,2,19,2,0
bailey001phi,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baldir001aar,918,3361,2956,294,793,542,153,5,93,387,6,8,282,438,0.2682679296346414,0.34813925570228094,0.41779431664411365,0.7659335723463946,1235,89,85,9,29,16
bale--001joh,55,67,62,1,9,9,0,0,0,2,0,0,0,35,0.14516129032258066,0.13636363636363635,0.14516129032258066,0.281524926686217,9,2,0,4,1,0
balent001wla,1104,4426,3759,564,1001,553,145,2,301,794,7,6,623,981,0.26629422718808193,0.37275415055719807,0.5461558925246076,0.9189100430818057,2053,127,15,0,29,35
ball--001jef,3,8,8,0,2,1,1,0,0,0,0,0,0,3,0.25,0.25,0.375,0.625,3,0,0,0,0,0
ban---000yuj,189,328,287,26,52,35,10,1,6,31,4,5,36,50,0.18118466898954705,0.27134146341463417,0.2857142857142857,0.5570557491289199,82,13,1,4,NA,NA
bando-000eij,437,345,297,9,44,39,4,1,0,12,0,2,17,82,0.14814814814814814,0.17732558139534885,0.16835016835016836,0.3456757497455172,50,4,0,30,1,0
bando-000sat,470,324,284,7,17,16,1,0,0,3,0,0,19,144,0.05985915492957746,0.1111111111111111,0.06338028169014084,0.17449139280125195,18,4,0,21,0,0
bando-000yug,30,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
banks-001bri,32,83,74,6,11,9,2,0,0,4,0,0,8,23,0.14864864864864866,0.24096385542168675,0.17567567567567569,0.4166395310973624,13,1,1,0,0,0
bannis001flo,9,19,18,0,3,3,0,0,0,0,0,0,0,4,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.32456140350877194,3,0,0,1,0,0
barbie001jam,93,321,277,34,52,30,11,2,9,31,6,7,40,57,0.18772563176895307,0.29375,0.33935018050541516,0.6331001805054152,94,5,2,1,1,1
barbon001rob,1353,5154,4666,644,1123,872,166,52,33,260,308,126,369,608,0.24067723960565796,0.29589254428654854,0.31975996570938703,0.6156525099959356,1492,69,28,74,17,9
barden001bri,64,242,210,18,59,46,10,0,3,20,0,1,25,48,0.28095238095238095,0.37083333333333335,0.37142857142857144,0.7422619047619048,78,2,5,0,2,0
barfie001jes,104,420,344,52,74,38,8,2,26,53,1,2,70,127,0.21511627906976744,0.35714285714285715,0.47674418604651164,0.8338870431893688,164,7,6,0,0,1
barnes002lar,34,117,107,18,27,19,3,1,4,19,1,0,9,32,0.2523364485981308,0.3162393162393162,0.411214953271028,0.7274542695103443,44,2,1,0,0,2
barnet002ant,75,27,22,1,2,2,0,0,0,0,0,0,2,14,0.09090909090909091,0.14814814814814814,0.09090909090909091,0.23905723905723905,2,0,0,3,0,0
barrio001edi,17,19,18,0,1,1,0,0,0,0,0,0,0,10,0.05555555555555555,0.05263157894736842,0.05555555555555555,0.10818713450292397,1,0,0,1,0,0
barry-002jef,48,149,126,20,33,24,4,2,3,15,4,0,23,28,0.2619047619047619,0.37583892617449666,0.3968253968253968,0.7726643229998935,50,4,0,0,0,0
bass--001ant,37,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
bass--002ran,614,2550,2208,387,743,437,100,4,202,486,5,1,299,337,0.3365036231884058,0.4209486166007905,0.6598731884057971,1.0808218050065876,1457,57,23,0,20,41
bathe-001wil,156,579,522,38,123,84,21,2,16,52,2,1,49,99,0.23563218390804597,0.3060869565217391,0.37547892720306514,0.6815658837248042,196,14,4,0,4,2
batist001leo,135,591,559,78,147,90,29,1,27,90,3,2,23,115,0.2629695885509839,0.29692832764505117,0.46332737030411447,0.7602556979491657,259,14,4,0,5,0
batist001xav,263,868,770,113,198,111,24,1,62,145,0,1,86,233,0.2571428571428571,0.3356562137049942,0.5324675324675324,0.8681237461725266,410,15,5,0,7,6
batist004raf,48,147,137,12,28,16,9,0,3,13,1,0,5,26,0.20437956204379562,0.2465753424657534,0.3357664233576642,0.5823417658234176,46,2,3,1,1,0
battle001how,13,51,44,4,10,7,2,0,1,1,0,0,3,14,0.22727272727272727,0.27450980392156865,0.3409090909090909,0.6154188948306596,15,1,1,3,0,0
bauer-000tre,19,45,39,2,1,1,0,0,0,0,0,0,1,18,0.02564102564102564,0.044444444444444446,0.02564102564102564,0.07008547008547009,1,1,0,5,0,0
baumer001jam,690,2769,2526,294,635,441,103,9,82,267,20,15,184,397,0.25138558986539983,0.3049311094996374,0.39667458432304037,0.7016056938226778,1002,67,22,26,11,4
bean--002wil,7,26,24,2,5,3,2,0,0,2,0,0,1,5,0.20833333333333334,0.24,0.2916666666666667,0.5316666666666667,7,0,0,0,1,0
beasle001jer,18,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
beede-000tyl,30,8,7,0,1,1,0,0,0,2,0,0,0,5,0.14285714285714285,0.125,0.14285714285714285,0.26785714285714285,1,0,0,1,0,0
beene-001ram,9,7,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0
beirne001kev,50,7,5,2,0,0,0,0,0,1,0,0,2,5,0,0.2857142857142857,0,0.2857142857142857,0,0,0,0,0,0
beppu-000shu,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
berges001bra,14,11,10,2,2,1,1,0,0,0,0,0,1,5,0.2,0.2727272727272727,0.3,0.5727272727272728,3,0,0,0,0,0
bernaz001ant,308,1349,1160,178,335,207,60,1,67,193,11,8,172,246,0.28879310344827586,0.3835820895522388,0.5155172413793103,0.8990993309315491,598,21,7,1,9,13
bertoi001ren,20,62,57,3,10,6,3,0,1,2,0,2,3,4,0.17543859649122806,0.24193548387096775,0.2807017543859649,0.5226372382569326,16,4,2,0,0,1
bessho000tak,492,1131,1048,110,260,191,42,4,23,118,2,1,41,131,0.2480916030534351,0.2670807453416149,0.3616412213740458,0.6287219667156607,379,25,0,38,NA,NA
betanc001raf,11,7,7,0,2,2,0,0,0,2,0,0,0,2,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,2,0,0,0,0,0
betanc001yun,18,74,71,1,10,9,1,0,0,4,0,1,0,15,0.14084507042253522,0.136986301369863,0.15492957746478872,0.29191587883465175,11,2,0,2,1,0
betto-000kao,665,2526,2271,411,667,413,123,28,103,366,157,58,241,193,0.29370321444297665,0.36082474226804123,0.5085865257595773,0.8694112680276185,1155,69,2,8,NA,NA
betts-001tod,112,438,408,61,117,77,24,1,15,52,2,4,22,92,0.2867647058823529,0.3310344827586207,0.46078431372549017,0.7918187964841108,188,6,5,0,3,0
beverl001jas,49,91,82,4,11,10,0,0,1,3,0,0,2,35,0.13414634146341464,0.14444444444444443,0.17073170731707318,0.3151761517615176,14,1,0,6,1,0
bigbie001lar,72,239,216,25,55,35,12,0,8,29,1,0,19,66,0.25462962962962965,0.3206751054852321,0.4212962962962963,0.7419714017815284,91,7,2,0,2,0
birkbe001mic,12,16,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0
birtsa001tim,18,29,26,0,5,3,2,0,0,3,0,0,1,10,0.19230769230769232,0.20689655172413793,0.2692307692307692,0.4761273209549072,7,0,0,2,0,0
bizen-000yos,449,749,670,35,92,75,16,1,0,29,3,1,44,204,0.1373134328358209,0.18157543391188252,0.16417910447761194,0.34575453838949444,110,10,0,35,NA,NA
blackl001tra,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,0
blanco001ton,750,3027,2668,366,725,435,108,1,181,542,4,3,290,755,0.2717391304347826,0.35362608117099137,0.5164917541229386,0.8701178352939299,1378,60,48,0,21,17
blash-001jab,165,676,545,91,139,77,27,0,35,113,3,4,106,203,0.25504587155963304,0.3940298507462687,0.4972477064220184,0.891277557168287,271,9,19,0,6,3
blasin001don,366,1501,1356,171,371,301,41,14,15,86,13,16,102,104,0.27359882005899705,0.31906354515050167,0.35766961651917406,0.6767331616696757,485,15,4,33,6,4
bloomf001gor,710,2693,2404,328,757,526,145,25,61,323,27,20,219,267,0.314891846921797,0.37761976047904194,0.4721297836938436,0.8497495441728855,1135,41,33,16,21,20
blosse001gre,34,115,96,10,19,14,2,0,3,9,3,0,19,32,0.19791666666666666,0.33043478260869563,0.3125,0.6429347826086956,30,2,0,0,0,1
blower001mic,73,292,259,31,65,47,7,1,10,43,0,0,31,78,0.25096525096525096,0.3356164383561644,0.4015444015444015,0.7371608399005659,104,7,2,0,0,1
bocach001hir,153,515,434,72,102,47,21,1,33,79,5,5,56,153,0.2350230414746544,0.341796875,0.5161290322580645,0.8579259072580645,224,5,17,5,3,0
boguse001bri,60,193,171,19,32,16,12,1,3,18,3,2,15,48,0.1871345029239766,0.27979274611398963,0.3216374269005848,0.6014301730145744,55,3,7,0,0,1
boiscl001bru,80,204,177,19,44,32,4,0,8,26,2,4,22,55,0.24858757062146894,0.3333333333333333,0.4067796610169492,0.7401129943502824,72,3,2,3,0,1
boles-001car,577,2227,2038,265,540,345,74,4,117,294,30,20,136,216,0.2649656526005888,0.3176470588235294,0.4774288518155054,0.7950759106390348,973,51,26,10,17,13
bolick001fra,424,1764,1443,238,384,198,90,4,92,288,5,2,297,341,0.2661122661122661,0.39520274129069105,0.5252945252945252,0.9204972665852162,758,47,11,0,13,14
bolsin001mic,40,5,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
bonish001koj,361,558,500,45,104,85,15,1,3,51,1,3,28,96,0.208,0.24684684684684685,0.26,0.5068468468468469,130,9,5,22,3,0
bonnic001jam,12,21,18,0,0,0,0,0,0,0,0,0,3,10,0,0.14285714285714285,0,0.14285714285714285,0,1,0,0,0,0
bootch001chr,15,5,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0
bottle001ron,170,482,442,33,108,79,19,1,9,51,2,3,32,69,0.24434389140271492,0.2928870292887029,0.35294117647058826,0.6458282057592912,156,14,0,4,4,1
botts-001jas,66,183,163,18,41,23,12,0,6,22,0,1,15,60,0.25153374233128833,0.32967032967032966,0.43558282208588955,0.7652531517562192,71,2,4,0,1,0
bour--001jus,99,379,329,27,80,55,8,0,17,45,1,1,45,88,0.24316109422492402,0.3395225464190981,0.42249240121580545,0.7620149476349036,139,13,3,0,2,5
bowers001ced,38,75,65,3,7,6,1,0,0,1,0,0,2,33,0.1076923076923077,0.12,0.12307692307692308,0.24307692307692308,8,1,0,8,0,0
bowers001sha,51,89,86,2,10,9,1,0,0,1,0,0,0,40,0.11627906976744186,0.11235955056179775,0.12790697674418605,0.2402665273059838,11,2,0,3,0,0
bowker001joh,239,729,669,57,160,92,39,5,24,78,5,0,46,188,0.23916292974588937,0.29517241379310344,0.4200298953662182,0.7152023091593216,281,20,8,2,4,4
boyer-002cle,419,1589,1486,142,382,258,51,2,71,218,1,6,89,181,0.2570659488559892,0.29987373737373735,0.43741588156123823,0.7372896189349756,650,52,4,5,5,2
bradfo003cha,56,89,78,8,15,10,0,1,4,11,4,2,9,23,0.19230769230769232,0.2840909090909091,0.3717948717948718,0.655885780885781,29,3,1,0,1,0
bradle001phi,121,502,440,67,124,79,19,5,21,70,2,6,46,68,0.2818181818181818,0.3665338645418327,0.4909090909090909,0.8574429554509235,216,14,14,2,0,1
braggs001gle,404,1734,1475,275,443,270,78,4,91,260,13,4,211,303,0.30033898305084744,0.40034863451481695,0.543728813559322,0.944077448074139,802,46,35,0,13,4
brant-001mar,118,395,356,48,87,46,15,1,25,58,0,0,32,89,0.2443820224719101,0.31297709923664124,0.5028089887640449,0.8157860880006862,179,8,4,1,2,0
brantl002mic,13,47,44,3,8,6,1,1,0,4,0,0,2,5,0.18181818181818182,0.23404255319148937,0.25,0.48404255319148937,11,1,1,0,0,0
brazel001cra,670,2460,2278,252,613,389,91,0,133,412,1,2,126,564,0.26909569798068483,0.3162217659137577,0.48419666374012293,0.8004184296538807,1103,77,31,0,25,5
brede-001bre,33,115,101,12,27,16,8,1,2,10,3,0,11,21,0.26732673267326734,0.336283185840708,0.42574257425742573,0.7620257600981337,43,3,0,1,2,0
breede001har,260,1052,921,139,231,126,25,1,79,194,5,3,111,176,0.250814332247557,0.3371757925072046,0.5374592833876222,0.8746350758948267,495,38,9,0,11,11
brewer001ant,498,2144,1873,298,575,379,91,6,99,302,15,13,239,275,0.30699412706887347,0.3900375939849624,0.5205552589428724,0.9105928529278348,975,54,16,0,16,9
brewer001rod,74,218,203,20,47,29,10,0,8,31,1,1,14,54,0.2315270935960591,0.28440366972477066,0.39901477832512317,0.6834184480498938,81,3,1,0,0,0
briggs001dan,176,624,581,62,150,101,30,1,18,68,3,3,21,113,0.25817555938037867,0.2993527508090615,0.40619621342512907,0.7055489642341906,236,8,14,2,6,2
briggs001joh,47,188,163,18,37,22,8,0,7,24,4,4,20,44,0.22699386503067484,0.3118279569892473,0.4049079754601227,0.7167359324493701,66,2,1,2,2,1
bright001ken,33,68,58,6,14,12,0,2,0,4,2,0,6,20,0.2413793103448276,0.3088235294117647,0.3103448275862069,0.6191683569979716,18,0,1,3,0,0
brinso000lew,88,294,282,25,70,43,16,0,11,35,1,2,9,71,0.24822695035460993,0.273972602739726,0.4219858156028369,0.6959584183425629,119,4,1,0,2,3
brito-001ber,182,777,684,92,186,113,23,0,50,133,1,4,83,212,0.2719298245614035,0.3549222797927461,0.5248538011695907,0.8797760809623367,359,19,5,0,5,11
brito-001mar,39,6,6,0,2,2,0,0,0,0,0,0,0,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,2,0,0,0,0,0
britto000joh,194,780,758,71,222,172,36,9,5,95,13,15,12,25,0.2928759894459103,0.30641025641025643,0.3839050131926121,0.6903152696028685,291,10,5,5,NA,NA
brock-001ter,26,53,44,7,14,6,6,0,2,4,1,0,5,10,0.3181818181818182,0.37735849056603776,0.5909090909090909,0.9682675814751287,26,0,1,3,0,0
brooks002jer,263,1065,947,119,247,168,35,3,41,136,4,3,92,130,0.2608236536430834,0.33774834437086093,0.43400211193241817,0.7717504563032791,411,47,18,0,8,8
bross-001ter,80,145,137,3,15,12,2,0,1,9,0,0,1,81,0.10948905109489052,0.1103448275862069,0.145985401459854,0.2563302290460609,20,3,0,7,0,0
brosse000mik,37,147,136,9,26,15,10,0,1,11,0,0,2,30,0.19117647058823528,0.22535211267605634,0.2867647058823529,0.5121168185584093,39,1,4,0,5,0
brouha001mar,140,547,509,63,135,78,33,1,23,69,5,4,30,108,0.26522593320235754,0.3131868131868132,0.46954813359528486,0.7827349467820981,239,12,6,1,1,0
brower001jam,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brown-001roo,221,952,817,117,238,144,51,0,43,163,21,14,113,150,0.2913096695226438,0.3873015873015873,0.5116279069767442,0.8989294942783315,418,26,15,0,7,7
brown-003der,139,544,482,56,111,68,22,0,21,81,2,3,54,117,0.23029045643153526,0.31296296296296294,0.4066390041493776,0.7196019671123406,196,11,4,0,4,2
brown-004mic,70,242,227,26,64,44,13,0,7,29,0,1,12,43,0.28193832599118945,0.3236514522821577,0.43171806167400884,0.7553695139561665,98,6,2,0,1,1
brown-005tod,31,95,89,13,22,13,3,3,3,14,3,2,5,24,0.24719101123595505,0.29473684210526313,0.449438202247191,0.7441750443524542,40,0,1,0,0,0
brown-006mar,257,1005,918,108,235,134,47,4,50,165,4,7,75,218,0.2559912854030501,0.3166833166833167,0.4793028322440087,0.7959861489273254,440,23,7,1,4,4
brown-019jam,11,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
brumba001cli,171,631,569,63,145,98,23,0,24,69,1,0,56,128,0.2548330404217926,0.3226837060702875,0.421792618629174,0.7444763246994615,240,19,1,0,5,1
bryant001ral,773,3335,2980,512,778,388,124,7,259,641,23,10,311,1186,0.2610738255033557,0.33714629741119806,0.5681208053691276,0.9052671027803256,1693,33,31,0,13,40
buchan001bri,99,307,288,25,82,52,19,0,11,48,1,1,13,82,0.2847222222222222,0.32679738562091504,0.4652777777777778,0.7920751633986929,134,8,5,0,1,0
buchan001dav,71,138,117,8,12,8,3,1,0,3,0,0,4,62,0.10256410256410256,0.12318840579710146,0.1452991452991453,0.2684875510962468,17,2,1,16,0,0
budask001mar,86,236,212,18,44,36,5,0,3,17,1,2,21,59,0.20754716981132076,0.28085106382978725,0.27358490566037735,0.5544359694901646,58,0,1,1,1,3
buford002don,490,2070,1779,244,480,349,62,4,65,213,66,43,232,207,0.26981450252951095,0.36412250850753525,0.41877459246767845,0.7828971009752137,745,27,37,9,13,13
bullet001sco,49,154,149,19,30,14,8,1,7,15,2,1,5,45,0.20134228187919462,0.22727272727272727,0.40939597315436244,0.6366687004270897,61,3,0,0,0,0
bullin001bry,110,223,199,3,22,19,3,0,0,9,0,1,4,81,0.11055276381909548,0.11711711711711711,0.12562814070351758,0.2427452578206347,25,4,0,19,1,0
