year,league,team,aveage,RG,game,PA,AB,run,hit,single,double,triple,HR,RBI,steal,CS,BB,SO,AVG,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
1978,Central,Hiroshima Toyo Carp,29.5,5.48,130,5027,4377,713,1244,816,205,18,205,692,54,69,481,699,0.284,0.36,0.48,0.839,2100,101,53,82,34,42
1978,Central,Yakult Swallows,29.2,4.98,130,4928,4338,648,1211,846,190,18,157,628,62,44,392,609,0.279,0.342,0.44,0.782,1908,106,44,112,42,24
1978,Central,Yomiuri Giants,30.7,4.66,130,4983,4307,606,1163,817,184,26,136,570,111,42,471,580,0.27,0.344,0.42,0.764,1807,82,37,125,43,34
1978,Central,Yokohama Taiyo Whales,29.5,4.58,130,4946,4368,596,1192,804,227,29,132,575,64,34,433,713,0.273,0.341,0.429,0.77,1873,95,35,75,35,34
1978,Central,Hanshin Tigers,28.5,4.09,130,4882,4310,532,1095,787,154,15,139,525,54,45,410,666,0.254,0.323,0.394,0.717,1696,84,44,93,25,28
1978,Central,Chunichi Dragons,29.5,3.92,130,4805,4271,509,1078,783,147,7,141,488,36,47,410,685,0.252,0.322,0.389,0.711,1662,95,36,71,17,27
1978,Pacific,Hankyu Braves,30,5.38,130,4921,4375,700,1239,837,192,34,176,667,199,85,371,563,0.283,0.344,0.463,0.807,2027,77,59,67,49,24
1978,Pacific,Osaka Kintetsu Buffaloes,28.2,4.4,130,4797,4268,572,1134,839,155,25,115,545,123,58,361,538,0.266,0.326,0.395,0.721,1684,78,46,70,52,15
1978,Pacific,Nippon Ham Fighters,28.4,4.11,130,4854,4345,534,1145,823,170,21,131,504,91,61,337,649,0.264,0.322,0.403,0.725,1750,98,55,85,32,8
1978,Pacific,Lotte Orions,30.2,4.02,130,4791,4379,523,1180,872,175,18,115,496,93,45,257,510,0.27,0.314,0.396,0.711,1736,96,40,93,22,24
1978,Pacific,Crown Lighter Lions,28.6,3.82,130,4808,4403,497,1181,928,129,15,109,482,93,65,255,510,0.268,0.314,0.379,0.693,1667,94,56,56,38,19
1978,Pacific,Nankai Hawks,27.8,3.14,130,4722,4237,408,1011,794,123,16,78,379,79,49,295,525,0.239,0.297,0.33,0.627,1400,92,72,81,37,13
1979,Central,Hiroshima Toyo Carp,29.9,4.62,130,4894,4293,601,1103,760,154,17,172,567,143,53,460,756,0.257,0.334,0.421,0.755,1807,104,48,68,25,34
1979,Central,Yokohama Taiyo Whales,30.5,4.58,130,4942,4365,595,1162,803,206,18,135,569,69,39,429,792,0.266,0.334,0.414,0.748,1809,86,30,88,30,31
1979,Central,Chunichi Dragons,29.3,4.53,130,4924,4394,589,1177,816,191,15,155,570,38,42,357,750,0.268,0.328,0.424,0.752,1863,95,51,96,26,30
1979,Central,Hanshin Tigers,28.2,4.3,130,4865,4389,559,1178,828,157,21,172,534,70,48,368,764,0.268,0.327,0.431,0.759,1893,112,28,54,26,21
1979,Central,Yomiuri Giants,30,4.26,130,4850,4341,554,1123,782,171,16,154,532,72,39,377,701,0.259,0.321,0.412,0.732,1788,90,31,73,28,38
1979,Central,Yakult Swallows,29.2,4.23,130,4845,4313,550,1085,760,159,9,157,531,63,39,369,804,0.252,0.316,0.402,0.718,1733,74,44,100,19,17
1979,Pacific,Hankyu Braves,30.7,5.35,130,4973,4364,695,1228,791,209,35,193,667,167,65,448,646,0.281,0.352,0.478,0.83,2086,93,53,65,43,19
1979,Pacific,Osaka Kintetsu Buffaloes,29.4,5.17,130,4982,4423,672,1260,869,185,11,195,641,150,52,405,529,0.285,0.348,0.464,0.812,2052,84,44,70,40,32
1979,Pacific,Nippon Ham Fighters,28.4,4.55,130,4880,4361,592,1162,806,204,21,131,564,185,65,384,604,0.267,0.33,0.413,0.743,1801,75,41,63,31,14
1979,Pacific,Lotte Orions,29.5,4.43,130,4824,4407,576,1208,841,199,18,150,547,72,52,286,518,0.274,0.323,0.43,0.752,1893,111,39,71,21,24
1979,Pacific,Nankai Hawks,28.6,4.29,130,4881,4420,558,1222,895,183,19,125,534,100,46,309,613,0.277,0.328,0.411,0.74,1818,95,50,64,38,10
1979,Pacific,Seibu Lions,29,4.04,130,4815,4358,525,1128,794,178,16,140,501,61,46,317,570,0.259,0.315,0.403,0.718,1758,94,51,60,29,5
1980,Central,Yakult Swallows,29,4.32,130,4807,4325,562,1166,820,193,21,132,537,111,78,333,680,0.27,0.326,0.416,0.741,1797,72,38,88,23,43
1980,Central,Hiroshima Toyo Carp,29.8,4.18,130,4867,4319,544,1134,785,161,27,161,516,108,61,384,716,0.263,0.328,0.424,0.753,1832,89,51,88,25,28
1980,Central,Yokohama Taiyo Whales,30.4,4.11,130,4849,4338,534,1124,787,180,22,135,509,93,70,399,773,0.259,0.323,0.404,0.727,1753,88,22,62,28,29
1980,Central,Hanshin Tigers,28,4.01,130,4899,4396,521,1152,842,160,16,134,492,87,58,365,660,0.262,0.322,0.397,0.719,1746,85,37,76,25,32
1980,Central,Yomiuri Giants,29.3,3.9,130,4760,4207,507,1024,700,154,17,153,482,83,47,362,705,0.243,0.307,0.397,0.705,1671,94,42,113,36,21
1980,Central,Chunichi Dragons,28.8,3.81,130,4833,4387,495,1145,828,168,15,134,472,50,51,299,711,0.261,0.313,0.398,0.711,1745,95,42,88,17,32
1980,Pacific,Osaka Kintetsu Buffaloes,29.8,6.08,130,5133,4488,791,1301,845,203,14,239,764,85,46,494,616,0.29,0.363,0.501,0.864,2249,104,42,70,39,18
1980,Pacific,Seibu Lions,28.8,5.01,130,4886,4369,651,1165,780,154,12,219,631,45,48,373,619,0.267,0.33,0.458,0.788,2000,118,56,56,32,10
1980,Pacific,Hankyu Braves,30.9,4.98,130,4986,4360,647,1144,724,192,24,204,625,157,59,455,719,0.262,0.335,0.458,0.793,1996,76,45,77,49,16
1980,Pacific,Lotte Orions,30.3,4.92,130,4940,4415,639,1237,868,172,13,184,607,114,35,350,506,0.28,0.336,0.45,0.786,1987,102,40,94,41,21
1980,Pacific,Nankai Hawks,28.7,4.79,130,4977,4440,623,1218,818,204,13,183,600,80,49,395,579,0.274,0.336,0.45,0.786,1997,102,33,81,28,20
1980,Pacific,Nippon Ham Fighters,28.8,4.56,130,4934,4305,593,1137,797,151,22,167,578,115,63,438,575,0.264,0.338,0.426,0.764,1833,94,58,104,29,13
1981,Central,Hiroshima Toyo Carp,30.7,4.65,130,4863,4360,605,1194,830,171,12,181,582,54,57,354,647,0.274,0.331,0.443,0.774,1932,102,36,82,31,36
1981,Central,Chunichi Dragons,27.7,4.19,130,4853,4341,545,1163,815,170,27,151,522,62,47,340,753,0.268,0.323,0.424,0.747,1840,101,30,106,36,40
1981,Central,Hanshin Tigers,27.4,4.02,130,4853,4352,523,1184,879,174,17,114,503,71,42,349,608,0.272,0.329,0.398,0.727,1734,94,30,95,27,60
1981,Central,Yakult Swallows,29.1,4,130,4748,4279,520,1092,777,170,25,120,492,105,63,304,710,0.255,0.309,0.391,0.7,1672,86,45,88,32,36
1981,Central,Yomiuri Giants,27.8,3.98,130,4861,4370,517,1171,837,174,25,135,492,119,55,338,751,0.268,0.323,0.412,0.735,1800,73,32,87,34,41
1981,Central,Yokohama Taiyo Whales,29,3.42,130,4816,4308,444,1086,779,183,19,105,422,70,64,369,766,0.252,0.313,0.377,0.69,1622,91,30,77,32,25
1981,Pacific,Nippon Ham Fighters,28.7,4.69,130,4958,4338,610,1199,853,197,23,126,591,118,43,431,502,0.276,0.347,0.42,0.767,1820,101,59,94,36,21
1981,Pacific,Seibu Lions,27.9,4.61,130,4886,4306,599,1151,796,183,29,143,574,72,51,393,579,0.267,0.335,0.423,0.757,1821,105,61,88,38,15
1981,Pacific,Hankyu Braves,29.8,4.45,130,4852,4317,579,1151,806,181,24,140,551,140,61,397,598,0.267,0.33,0.417,0.747,1800,93,28,82,28,18
1981,Pacific,Lotte Orions,30.1,4.36,130,4926,4371,567,1210,892,173,19,126,547,99,41,378,487,0.277,0.337,0.412,0.749,1799,90,39,101,37,18
1981,Pacific,Osaka Kintetsu Buffaloes,29.7,4.28,130,4832,4324,557,1095,761,166,19,149,528,121,60,391,509,0.253,0.319,0.404,0.723,1746,102,44,41,32,5
1981,Pacific,Nankai Hawks,28.7,4.18,130,4909,4403,544,1201,876,175,22,128,524,85,35,376,521,0.273,0.333,0.41,0.743,1804,129,39,54,37,14
1982,Central,Chunichi Dragons,28.1,4.07,130,4805,4310,529,1147,834,156,14,143,500,63,56,324,667,0.266,0.318,0.408,0.727,1760,77,20,119,32,40
1982,Central,Hanshin Tigers,28.1,3.98,130,4846,4356,517,1143,845,156,24,118,494,103,43,344,618,0.262,0.318,0.391,0.708,1701,91,24,90,32,51
1982,Central,Hiroshima Toyo Carp,30.1,3.95,130,4819,4312,513,1097,774,171,13,139,499,99,53,346,704,0.254,0.315,0.397,0.712,1711,92,47,84,30,27
1982,Central,Yomiuri Giants,28,3.93,130,4823,4316,511,1095,768,162,32,133,489,112,42,345,714,0.254,0.311,0.399,0.71,1720,70,29,103,30,33
1982,Central,Yokohama Taiyo Whales,30.5,3.64,130,4845,4335,473,1084,761,174,24,125,451,39,22,368,801,0.25,0.312,0.388,0.699,1681,86,30,88,24,23
1982,Central,Yakult Swallows,29,3.36,130,4774,4291,437,1031,778,135,23,95,418,87,46,320,687,0.24,0.297,0.349,0.646,1497,65,39,94,30,42
1982,Pacific,Hankyu Braves,30.1,4.58,130,4860,4213,596,1078,728,176,24,150,559,142,63,491,606,0.256,0.334,0.416,0.75,1752,91,27,87,42,13
1982,Pacific,Osaka Kintetsu Buffaloes,29.3,4.57,130,4915,4299,594,1108,768,175,14,151,567,126,45,470,651,0.258,0.334,0.41,0.745,1764,88,42,70,34,19
1982,Pacific,Nippon Ham Fighters,29.1,4.24,130,4835,4278,551,1137,761,222,27,127,531,85,46,382,451,0.266,0.332,0.419,0.752,1794,116,58,90,27,24
1982,Pacific,Lotte Orions,29.5,4.08,130,4810,4287,531,1129,801,190,15,123,514,84,45,369,582,0.263,0.324,0.401,0.725,1718,108,30,97,27,19
1982,Pacific,Seibu Lions,28.9,4.07,130,4822,4226,529,1070,760,164,15,131,504,70,57,417,590,0.253,0.326,0.392,0.718,1657,85,53,96,30,15
1982,Pacific,Nankai Hawks,28.5,3.48,130,4771,4267,452,1088,801,184,13,90,426,72,48,339,577,0.255,0.314,0.368,0.681,1568,110,41,88,36,29
1983,Central,Yomiuri Giants,27.8,4.78,130,5008,4438,622,1219,852,187,24,156,591,134,37,415,684,0.275,0.338,0.433,0.771,1922,81,27,89,39,32
1983,Central,Hiroshima Toyo Carp,28.5,4.69,130,4985,4400,610,1184,808,190,22,164,594,165,64,397,725,0.269,0.332,0.434,0.766,1910,57,36,116,36,31
1983,Central,Hanshin Tigers,28.3,4.6,130,4913,4343,598,1188,824,186,9,169,573,86,51,395,600,0.274,0.337,0.437,0.774,1899,92,33,110,32,35
1983,Central,Chunichi Dragons,28.5,4.33,130,4940,4369,563,1148,784,192,12,160,548,63,47,423,706,0.263,0.33,0.422,0.752,1844,92,30,90,28,46
1983,Central,Yokohama Taiyo Whales,29.5,4.32,130,4944,4354,561,1186,816,215,18,137,539,78,51,427,679,0.272,0.339,0.424,0.763,1848,97,26,102,35,40
1983,Central,Yakult Swallows,30.6,4.28,130,4841,4378,557,1166,822,177,18,149,531,90,35,292,619,0.266,0.315,0.417,0.732,1826,87,34,109,28,31
1983,Pacific,Seibu Lions,29.7,5.38,130,4998,4333,700,1204,795,201,26,182,685,58,28,466,492,0.278,0.353,0.462,0.816,2003,100,58,107,34,16
1983,Pacific,Hankyu Braves,29.1,4.86,130,4862,4228,632,1148,782,177,32,157,596,200,83,467,524,0.272,0.346,0.44,0.786,1860,87,37,92,38,16
1983,Pacific,Nippon Ham Fighters,29.5,4.47,130,4919,4306,581,1182,838,181,10,153,554,124,48,424,458,0.275,0.343,0.428,0.771,1842,96,46,101,42,15
1983,Pacific,Osaka Kintetsu Buffaloes,29.4,4.47,130,4894,4271,581,1121,791,177,19,134,559,139,39,444,669,0.263,0.335,0.407,0.742,1738,89,44,92,43,16
1983,Pacific,Nankai Hawks,28.4,4.22,130,4840,4332,548,1160,839,173,20,128,524,87,49,327,502,0.268,0.323,0.406,0.728,1757,84,38,114,29,26
1983,Pacific,Lotte Orions,29.7,4.04,130,4775,4295,525,1134,827,158,21,128,505,78,43,324,600,0.264,0.319,0.4,0.719,1718,102,34,97,25,13
1984,Central,Chunichi Dragons,29.6,4.93,130,4929,4355,641,1229,852,167,19,191,615,91,42,418,660,0.282,0.347,0.461,0.807,2007,108,24,108,24,43
1984,Central,Yomiuri Giants,28.2,4.9,130,4956,4380,637,1173,751,214,22,186,618,94,41,435,717,0.268,0.337,0.454,0.791,1989,79,33,81,27,33
1984,Central,Hiroshima Toyo Carp,28.2,4.88,130,4924,4330,635,1186,807,196,16,167,614,140,51,402,717,0.274,0.339,0.442,0.781,1915,74,41,118,33,29
1984,Central,Hanshin Tigers,28.8,4.33,130,4841,4267,563,1126,769,171,21,165,544,71,30,408,662,0.264,0.33,0.43,0.76,1834,118,29,100,37,32
1984,Central,Yakult Swallows,29.8,4.08,130,4907,4313,530,1139,850,170,18,101,498,49,38,390,695,0.264,0.328,0.382,0.711,1648,78,38,136,30,35
1984,Central,Yokohama Taiyo Whales,29.7,3.72,130,4851,4274,484,1122,843,160,19,100,459,110,53,414,682,0.263,0.327,0.379,0.706,1620,121,14,117,32,33
1984,Pacific,Hankyu Braves,28.6,5.16,130,4977,4277,671,1165,812,166,21,166,643,118,53,502,548,0.272,0.351,0.438,0.789,1871,106,41,113,44,22
1984,Pacific,Nankai Hawks,28,4.87,130,4959,4335,633,1164,778,208,19,159,606,96,53,424,548,0.269,0.338,0.435,0.774,1887,82,53,110,37,27
1984,Pacific,Lotte Orions,29.8,4.86,130,4956,4371,632,1202,821,210,22,149,609,92,62,408,601,0.275,0.341,0.435,0.777,1903,89,48,98,31,16
1984,Pacific,Osaka Kintetsu Buffaloes,30.6,4.68,130,4914,4343,609,1114,766,161,13,174,593,91,48,445,612,0.257,0.328,0.42,0.748,1823,99,32,65,29,11
1984,Pacific,Seibu Lions,28.9,4.56,130,4833,4214,593,1078,705,200,20,153,572,86,47,422,562,0.256,0.33,0.422,0.752,1777,102,59,108,30,17
1984,Pacific,Nippon Ham Fighters,28.8,4.39,130,4825,4281,571,1110,760,190,16,144,545,101,46,380,532,0.259,0.322,0.412,0.734,1764,93,27,112,25,14
1985,Central,Hanshin Tigers,28.8,5.62,130,5096,4414,731,1258,833,190,16,219,708,60,21,477,624,0.285,0.356,0.484,0.841,2137,95,31,141,33,29
1985,Central,Yomiuri Giants,27.8,4.74,130,5008,4380,616,1221,836,217,11,157,590,78,36,441,651,0.279,0.346,0.441,0.787,1931,92,31,114,42,28
1985,Central,Hiroshima Toyo Carp,28.4,4.73,130,5024,4321,615,1171,852,142,17,160,593,178,61,512,737,0.271,0.348,0.423,0.771,1827,84,23,125,43,23
1985,Central,Yokohama Taiyo Whales,29.2,4.53,130,4966,4361,589,1166,827,185,22,132,561,188,84,440,754,0.267,0.337,0.411,0.747,1791,87,27,116,22,31
1985,Central,Yakult Swallows,29.8,4.23,130,4923,4370,550,1155,814,185,13,143,521,29,23,386,703,0.264,0.327,0.411,0.737,1795,98,30,111,26,25
1985,Central,Chunichi Dragons,29,4.13,130,4942,4370,537,1159,822,178,23,136,516,80,52,427,684,0.265,0.332,0.41,0.742,1791,108,20,102,23,39
1985,Pacific,Hankyu Braves,28.1,5.83,130,5095,4376,758,1197,793,186,21,197,719,156,50,545,649,0.274,0.355,0.461,0.816,2016,92,33,95,46,21
1985,Pacific,Lotte Orions,29.5,5.54,130,5064,4455,720,1279,901,189,21,168,695,98,47,419,510,0.287,0.35,0.452,0.803,2014,107,37,113,40,30
1985,Pacific,Osaka Kintetsu Buffaloes,29.9,5.22,130,4962,4374,678,1189,764,195,18,212,654,71,39,441,690,0.272,0.342,0.47,0.812,2056,115,38,79,30,13
1985,Pacific,Seibu Lions,28.2,5.04,130,5007,4302,655,1168,799,188,26,155,625,93,43,511,570,0.272,0.353,0.435,0.788,1873,104,52,97,45,15
1985,Pacific,Nippon Ham Fighters,28.9,4.89,130,5018,4370,636,1158,800,174,15,169,606,51,31,464,579,0.265,0.339,0.428,0.767,1869,109,41,115,28,17
1985,Pacific,Nankai Hawks,28.3,4.64,130,4958,4361,603,1133,769,196,19,149,573,91,50,430,666,0.26,0.332,0.416,0.748,1814,86,54,84,29,23
1986,Central,Yomiuri Giants,28.5,4.62,130,4878,4368,600,1181,786,207,33,155,566,86,33,346,770,0.27,0.326,0.439,0.765,1919,88,31,95,38,36
1986,Central,Hanshin Tigers,29.8,4.42,130,4918,4396,574,1191,801,190,16,184,550,58,49,372,701,0.271,0.33,0.447,0.777,1965,108,27,98,25,39
1986,Central,Hiroshima Toyo Carp,29.6,3.93,130,4797,4322,511,1099,755,193,14,137,485,134,44,331,792,0.254,0.31,0.401,0.711,1731,72,27,101,16,27
1986,Central,Yokohama Taiyo Whales,28.6,3.71,130,4723,4283,482,1130,815,204,27,84,456,180,79,281,764,0.264,0.311,0.383,0.694,1640,77,24,108,27,45
1986,Central,Yakult Swallows,29.2,3.69,130,4810,4332,480,1093,791,169,14,119,451,59,30,288,876,0.252,0.302,0.38,0.682,1647,90,33,125,32,35
1986,Central,Chunichi Dragons,29.1,3.32,130,4771,4317,432,1046,744,156,15,131,417,90,54,288,788,0.242,0.292,0.376,0.669,1625,67,26,117,23,29
1986,Pacific,Seibu Lions,27.3,4.98,130,4923,4336,647,1217,816,189,27,185,626,129,61,379,686,0.281,0.343,0.465,0.807,2015,85,50,119,39,18
1986,Pacific,Hankyu Braves,28.2,4.85,130,5041,4431,631,1228,833,197,18,180,594,100,43,470,595,0.277,0.351,0.452,0.802,2001,112,42,76,22,30
1986,Pacific,Lotte Orions,28.6,4.78,130,4964,4376,622,1229,875,169,14,171,593,94,43,375,662,0.281,0.342,0.443,0.785,1939,104,42,144,27,26
1986,Pacific,Osaka Kintetsu Buffaloes,28.6,4.7,130,4858,4385,611,1188,775,204,26,183,584,56,36,322,717,0.271,0.323,0.455,0.777,1993,84,32,82,37,26
1986,Pacific,Nippon Ham Fighters,28.5,4.22,130,4917,4366,548,1143,784,185,23,151,529,82,36,393,734,0.262,0.327,0.419,0.745,1827,105,42,89,27,11
1986,Pacific,Nankai Hawks,28.7,3.53,130,4726,4256,459,1067,768,152,11,136,445,70,60,345,849,0.251,0.311,0.388,0.699,1649,101,33,80,12,17
1987,Central,Yomiuri Giants,28.3,4.68,130,4839,4361,608,1224,856,192,17,159,581,55,31,307,781,0.281,0.328,0.442,0.77,1927,86,20,116,35,39
1987,Central,Chunichi Dragons,29.5,4.39,130,4813,4319,571,1145,749,206,22,168,547,65,41,344,724,0.265,0.322,0.44,0.762,1899,103,28,102,20,30
1987,Central,Yakult Swallows,28.2,4.25,130,4835,4307,553,1120,777,163,21,159,532,30,22,365,850,0.26,0.319,0.418,0.738,1802,118,21,116,26,34
1987,Central,Hiroshima Toyo Carp,28.9,4.22,130,4894,4336,549,1163,820,183,17,143,523,107,41,353,784,0.268,0.329,0.417,0.746,1809,87,49,130,26,37
1987,Central,Yokohama Taiyo Whales,29.3,3.97,130,4823,4365,516,1130,800,185,32,113,494,116,51,310,824,0.259,0.31,0.394,0.704,1718,69,28,94,26,44
1987,Central,Hanshin Tigers,29.8,3.36,130,4734,4319,437,1045,735,153,17,140,422,40,21,304,712,0.242,0.293,0.383,0.676,1652,92,19,70,22,33
1987,Pacific,Hankyu Braves,28.9,4.49,130,4938,4407,584,1198,830,208,8,152,553,62,29,369,606,0.272,0.333,0.426,0.759,1878,110,46,87,29,24
1987,Pacific,Nippon Ham Fighters,28.6,4.32,130,4848,4294,561,1111,800,170,13,128,534,64,40,409,736,0.259,0.326,0.394,0.719,1691,106,26,98,21,18
1987,Pacific,Osaka Kintetsu Buffaloes,29,4.06,130,4915,4438,528,1198,860,187,16,135,512,81,40,320,757,0.27,0.32,0.411,0.731,1822,87,28,87,42,24
1987,Pacific,Seibu Lions,25.8,4.04,130,4760,4237,525,1056,725,160,18,153,510,123,52,355,743,0.249,0.311,0.404,0.715,1711,73,34,109,25,26
1987,Pacific,Lotte Orions,28.8,3.98,130,4783,4284,518,1132,823,184,21,104,486,152,67,320,624,0.264,0.318,0.39,0.708,1670,90,32,113,34,21
1987,Pacific,Nankai Hawks,28.8,3.86,130,4872,4231,502,1104,830,134,8,132,484,58,49,445,728,0.261,0.335,0.39,0.725,1650,107,43,118,35,44
1988,Central,Chunichi Dragons,28.2,4.22,130,4909,4250,549,1096,716,227,22,131,532,84,60,435,814,0.258,0.328,0.414,0.743,1760,71,33,147,44,41
1988,Central,Yomiuri Giants,28.3,3.98,130,4871,4339,518,1161,816,191,20,134,499,63,42,367,674,0.268,0.325,0.414,0.739,1794,106,15,125,25,34
1988,Central,Yokohama Taiyo Whales,28.4,3.95,130,4921,4389,514,1198,906,183,24,85,492,121,47,340,717,0.273,0.328,0.384,0.712,1684,87,39,118,35,31
1988,Central,Yakult Swallows,28.3,3.82,130,4837,4341,496,1069,716,190,16,147,477,52,34,319,877,0.246,0.301,0.399,0.7,1732,85,31,119,27,37
1988,Central,Hiroshima Toyo Carp,28.3,3.44,130,4822,4249,447,1035,754,152,24,105,428,98,52,384,717,0.244,0.31,0.365,0.675,1550,69,36,130,23,43
1988,Central,Hanshin Tigers,28.8,3.42,130,4777,4224,444,1046,764,178,22,82,424,69,36,354,788,0.248,0.308,0.358,0.666,1514,80,27,140,32,34
1988,Pacific,Seibu Lions,26.8,4.96,130,5021,4361,645,1176,802,178,20,176,613,95,60,471,786,0.27,0.344,0.441,0.785,1922,91,37,129,23,32
1988,Pacific,Nankai Hawks,28.4,4.45,130,4933,4302,578,1149,810,156,21,162,555,75,54,474,742,0.267,0.34,0.426,0.767,1833,108,24,94,39,27
1988,Pacific,Hankyu Braves,27.9,4.09,130,4858,4302,532,1134,824,173,20,117,498,51,31,395,583,0.264,0.328,0.395,0.723,1698,116,34,99,28,39
1988,Pacific,Osaka Kintetsu Buffaloes,29.4,3.96,130,4709,4188,515,1058,709,173,22,154,497,46,27,367,714,0.253,0.314,0.415,0.729,1737,92,19,109,26,26
1988,Pacific,Lotte Orions,28.4,3.74,130,4884,4333,486,1136,829,191,16,100,461,106,35,349,638,0.262,0.322,0.383,0.705,1659,98,50,120,32,21
1988,Pacific,Nippon Ham Fighters,29.3,3.5,130,4790,4256,455,1043,768,164,10,101,428,43,25,375,706,0.245,0.307,0.36,0.667,1530,110,21,108,30,20
1989,Central,Chunichi Dragons,27.9,4.14,130,4895,4225,538,1082,729,192,12,149,517,72,58,436,886,0.256,0.327,0.413,0.74,1745,96,25,174,35,43
1989,Central,Yomiuri Giants,28.2,4,130,4868,4289,520,1130,796,209,19,106,495,77,39,386,749,0.264,0.327,0.395,0.723,1695,87,35,131,27,57
1989,Central,Hiroshima Toyo Carp,28.6,3.92,130,4933,4339,510,1177,882,174,20,101,480,117,69,412,750,0.271,0.337,0.39,0.728,1694,94,34,120,28,27
1989,Central,Yakult Swallows,27.7,3.9,130,4837,4313,507,1096,775,163,18,140,489,76,45,348,901,0.254,0.313,0.398,0.711,1715,87,34,117,25,28
1989,Central,Hanshin Tigers,27.9,3.82,130,4858,4288,497,1101,770,166,30,135,471,81,32,371,814,0.257,0.32,0.404,0.724,1732,99,38,141,20,26
1989,Central,Yokohama Taiyo Whales,28,3.65,130,4900,4403,474,1144,802,241,25,76,440,106,53,317,756,0.26,0.312,0.378,0.69,1663,86,31,115,34,34
1989,Pacific,Orix Braves,28.6,5.12,130,5080,4356,665,1210,817,200,23,170,647,66,42,538,687,0.278,0.36,0.451,0.811,1966,127,36,119,31,45
1989,Pacific,Seibu Lions,27.2,4.95,130,5104,4300,644,1166,800,184,32,150,612,149,59,548,659,0.271,0.356,0.434,0.79,1864,97,43,169,44,24
1989,Pacific,Fukuoka Daiei Hawks,27.8,4.69,130,5001,4309,610,1107,722,199,20,166,586,85,48,540,840,0.257,0.34,0.428,0.768,1844,82,18,110,24,24
1989,Pacific,Osaka Kintetsu Buffaloes,28.3,4.66,130,4965,4338,606,1134,750,210,17,157,580,45,27,438,833,0.261,0.332,0.426,0.758,1849,71,33,134,22,25
1989,Pacific,Lotte Orions,27.2,4.29,130,4973,4418,558,1174,818,213,24,119,525,99,42,379,661,0.266,0.329,0.406,0.734,1792,90,42,118,16,19
1989,Pacific,Nippon Ham Fighters,29.7,4.05,130,4898,4313,527,1147,810,186,20,131,504,144,83,436,689,0.266,0.335,0.41,0.745,1766,110,28,91,30,20
1990,Central,Yomiuri Giants,28.1,4.53,130,4991,4343,589,1158,780,217,27,134,566,67,36,437,784,0.267,0.335,0.422,0.757,1831,85,29,144,38,33
1990,Central,Chunichi Dragons,28.5,4.37,131,5005,4344,573,1146,774,201,9,162,551,53,52,479,849,0.264,0.34,0.426,0.766,1851,93,35,119,28,49
1990,Central,Hiroshima Toyo Carp,28.4,4.32,132,5050,4451,570,1189,819,202,28,140,551,84,60,415,856,0.267,0.334,0.42,0.754,1867,85,51,101,32,23
1990,Central,Hanshin Tigers,29.3,4.14,133,4929,4345,550,1094,767,172,20,135,529,73,35,442,898,0.252,0.324,0.394,0.718,1711,107,34,81,27,27
1990,Central,Yokohama Taiyo Whales,27.6,4.11,133,5127,4491,546,1193,880,195,28,90,514,86,41,426,801,0.266,0.332,0.382,0.714,1714,71,37,139,34,30
1990,Central,Yakult Swallows,26.8,4.07,130,4956,4385,529,1127,800,173,31,123,509,86,40,405,866,0.257,0.322,0.395,0.717,1731,87,28,107,31,24
1990,Pacific,Orix Braves,28.9,5.31,130,5046,4361,690,1181,780,190,25,186,657,134,49,531,887,0.271,0.352,0.454,0.806,1979,98,30,93,31,28
1990,Pacific,Osaka Kintetsu Buffaloes,27.2,5.22,130,5063,4459,678,1226,793,224,28,181,640,67,32,414,868,0.275,0.34,0.46,0.799,2049,78,41,116,33,20
1990,Pacific,Seibu Lions,28.2,4.88,130,4982,4226,634,1111,742,186,21,162,584,175,54,505,789,0.263,0.345,0.432,0.777,1825,76,46,170,35,14
1990,Pacific,Lotte Orions,27.1,4.39,130,5031,4360,571,1141,776,202,31,132,541,95,41,469,787,0.262,0.336,0.413,0.749,1801,56,28,151,23,31
1990,Pacific,Nippon Ham Fighters,29,4.38,130,4962,4343,570,1141,789,204,20,128,534,76,47,454,751,0.263,0.335,0.407,0.743,1769,107,36,98,31,15
1990,Pacific,Fukuoka Daiei Hawks,26.6,4.02,130,4947,4335,522,1089,739,211,23,116,487,61,30,433,820,0.251,0.322,0.391,0.712,1694,89,31,116,32,15
1991,Central,Chunichi Dragons,27.8,4.67,131,5073,4367,612,1143,749,200,16,178,598,50,36,498,910,0.262,0.339,0.437,0.776,1909,104,33,140,35,38
1991,Central,Yokohama Taiyo Whales,28,4.26,131,5047,4397,558,1184,879,218,21,66,518,130,56,423,758,0.269,0.335,0.373,0.708,1642,86,31,154,42,33
1991,Central,Yakult Swallows,27.5,4.12,132,4983,4389,544,1137,765,199,33,140,526,75,38,419,910,0.259,0.327,0.415,0.742,1822,95,38,109,28,24
1991,Central,Yomiuri Giants,28.3,4.11,130,4938,4309,534,1090,780,158,24,128,515,42,29,436,837,0.253,0.325,0.39,0.715,1680,96,40,120,33,30
1991,Central,Hiroshima Toyo Carp,27.4,3.91,132,4973,4322,516,1096,807,182,19,88,491,92,56,442,845,0.254,0.326,0.366,0.691,1580,78,39,130,40,29
1991,Central,Hanshin Tigers,29.2,3.49,130,4755,4261,454,1011,740,147,13,111,433,47,31,376,883,0.237,0.302,0.356,0.658,1517,106,28,73,17,17
