year,league,team,aveage,RG,game,PA,AB,run,hit,single,double,triple,HR,RBI,steal,CS,BB,SO,AVG,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
1964,Central,Hiroshima Carp,27.2,3.32,140,5212,4676,465,1132,855,159,20,98,452,90,31,382,566,0.242,0.302,0.348,0.65,1625,97,33,90,31,19
1964,Pacific,Nankai Hawks,27.8,4.35,150,5662,5083,653,1315,954,196,21,144,614,171,56,427,618,0.259,0.319,0.391,0.709,1985,78,40,68,44,18
1964,Pacific,Hankyu Braves,27.5,3.93,150,5591,5048,590,1235,846,221,27,141,543,68,39,390,721,0.245,0.3,0.383,0.683,1933,119,29,78,46,15
1964,Pacific,Toei Flyers,25.7,3.7,150,5663,5096,555,1273,949,188,36,100,509,119,53,412,694,0.25,0.307,0.36,0.666,1833,124,23,94,38,27
1964,Pacific,Nishitetsu Lions,28.4,3.66,150,5564,5045,549,1220,888,191,25,116,520,78,77,370,920,0.242,0.296,0.359,0.654,1809,90,27,94,28,15
1964,Pacific,Osaka Kintetsu Buffaloes,26.3,3.64,150,5608,5095,546,1295,926,225,32,112,514,71,51,352,769,0.254,0.305,0.377,0.682,1920,117,41,81,39,12
1964,Pacific,Tokyo Orions,26.3,3.57,150,5604,5060,535,1262,961,179,29,93,484,121,60,369,626,0.249,0.304,0.351,0.656,1778,109,42,108,25,21
1965,Central,Yomiuri Giants,27.4,3.83,140,5207,4598,536,1133,860,143,24,106,504,109,59,463,609,0.246,0.318,0.357,0.675,1642,100,29,92,25,54
1965,Central,Taiyo Whales,26.6,3.7,140,5083,4612,518,1127,788,186,17,136,494,85,59,317,701,0.244,0.295,0.381,0.676,1755,103,26,100,28,20
1965,Central,Chunichi Dragons,26.7,3.64,140,5163,4682,510,1158,866,161,31,100,478,130,63,331,603,0.247,0.298,0.359,0.657,1681,80,22,94,34,30
1965,Central,Hanshin Tigers,27.1,2.81,140,4939,4488,393,989,702,168,25,94,376,86,46,297,639,0.22,0.272,0.332,0.604,1489,97,33,87,34,22
1965,Central,Hiroshima Carp,27.3,2.81,140,5083,4586,394,1057,822,142,21,72,363,85,65,347,636,0.231,0.287,0.318,0.605,1457,91,30,94,26,11
1965,Central,Sankei Swallows,26.1,2.37,140,5036,4571,332,1010,787,139,20,64,316,53,62,351,831,0.221,0.279,0.302,0.581,1381,113,23,70,21,8
1965,Pacific,Nankai Hawks,27,4.39,140,5228,4771,614,1217,840,197,27,153,585,91,49,329,693,0.255,0.307,0.404,0.711,1927,85,43,55,30,27
1965,Pacific,Nishitetsu Lions,28.3,3.61,140,5159,4676,506,1148,836,186,14,112,480,81,56,353,826,0.246,0.299,0.363,0.663,1698,106,19,82,29,16
1965,Pacific,Toei Flyers,25.6,3.58,140,5139,4606,501,1104,809,161,27,107,467,98,61,390,632,0.24,0.3,0.356,0.656,1640,96,24,81,38,15
1965,Pacific,Hankyu Braves,28.2,3.57,140,5121,4648,500,1089,755,187,17,130,466,68,48,363,730,0.234,0.291,0.366,0.657,1700,116,24,53,33,14
1965,Pacific,Tokyo Orions,26.1,3.4,140,5111,4664,476,1083,764,178,24,117,450,110,61,305,662,0.232,0.283,0.356,0.639,1660,86,37,76,29,18
1965,Pacific,Osaka Kintetsu Buffaloes,26.7,2.84,140,4989,4620,397,1087,822,163,11,91,373,61,48,276,686,0.235,0.281,0.334,0.615,1545,122,24,48,21,13
1966,Central,Yomiuri Giants,26.8,4.17,134,4985,4352,559,1058,765,152,27,114,529,148,74,461,638,0.243,0.319,0.369,0.688,1606,80,40,100,32,70
1966,Central,Chunichi Dragons,26.2,3.95,132,4847,4435,521,1124,798,177,26,123,497,80,55,283,567,0.253,0.301,0.388,0.689,1722,64,27,77,25,35
1966,Central,Taiyo Whales,27.2,3.29,130,4704,4347,428,1072,762,177,17,116,410,59,43,231,606,0.247,0.287,0.375,0.662,1631,90,25,74,27,24
1966,Central,Hiroshima Carp,27.8,3.09,136,4952,4465,420,1044,810,136,20,78,395,44,52,352,555,0.234,0.296,0.326,0.621,1454,101,48,67,20,19
1966,Central,Hanshin Tigers,26.9,2.86,135,4832,4401,386,1024,766,157,20,81,365,48,45,308,630,0.233,0.286,0.333,0.618,1464,92,27,76,20,34
1966,Central,Sankei Atoms,26.2,2.7,135,4803,4359,364,935,686,132,31,86,339,52,52,285,721,0.215,0.268,0.318,0.586,1387,87,41,97,21,18
1966,Pacific,Nankai Hawks,28,3.59,133,4858,4374,477,1073,790,155,20,108,452,85,36,354,679,0.245,0.305,0.364,0.669,1592,77,33,73,24,26
1966,Pacific,Toei Flyers,26.6,3.53,136,4985,4521,480,1157,867,166,33,91,451,69,37,299,538,0.256,0.307,0.368,0.674,1662,112,44,95,26,28
1966,Pacific,Tokyo Orions,27.1,3.45,134,4841,4424,462,1061,769,159,21,112,432,75,48,288,606,0.24,0.29,0.361,0.651,1598,88,36,69,24,14
1966,Pacific,Hankyu Braves,27.4,3.34,134,4793,4350,447,997,702,179,27,89,411,102,55,304,713,0.229,0.283,0.344,0.627,1497,87,34,74,31,19
1966,Pacific,Nishitetsu Lions,28.5,3.09,138,4974,4497,426,1038,713,175,25,125,407,82,58,301,860,0.231,0.283,0.364,0.647,1638,57,35,114,27,18
1966,Pacific,Osaka Kintetsu Buffaloes,26.9,2.92,133,4706,4365,388,997,701,179,17,100,368,68,48,250,661,0.228,0.273,0.346,0.619,1510,87,23,51,17,15
1967,Central,Yomiuri Giants,27.7,4.44,134,5035,4434,595,1175,825,165,23,162,555,125,56,465,616,0.265,0.338,0.422,0.76,1872,107,32,81,23,46
1967,Central,Chunichi Dragons,26.4,4.04,134,4943,4495,541,1115,746,197,24,148,516,67,59,291,752,0.248,0.296,0.401,0.698,1804,69,32,90,35,32
1967,Central,Sankei Atoms,27.5,3.73,135,4957,4500,503,1082,757,177,28,120,474,46,60,342,744,0.24,0.297,0.372,0.669,1675,82,33,54,28,23
1967,Central,Taiyo Whales,27.3,3.53,135,4879,4429,477,1085,750,194,11,130,445,51,58,305,791,0.245,0.299,0.382,0.68,1691,101,40,89,16,15
1967,Central,Hanshin Tigers,26.9,3.15,136,4855,4476,429,1095,807,158,29,101,406,41,40,268,698,0.245,0.29,0.361,0.651,1614,99,29,54,28,20
1967,Central,Hiroshima Carp,26.8,3.06,138,5025,4596,422,1035,788,148,17,82,399,66,45,303,690,0.225,0.279,0.318,0.597,1463,97,48,55,23,23
1967,Pacific,Hankyu Braves,27.6,3.84,135,4868,4413,518,1109,779,163,24,143,494,87,57,321,720,0.251,0.304,0.396,0.701,1749,89,35,56,43,15
1967,Pacific,Toei Flyers,25.6,3.81,134,4984,4469,510,1164,868,171,28,97,488,95,43,331,620,0.261,0.317,0.376,0.693,1682,98,54,90,40,30
1967,Pacific,Osaka Kintetsu Buffaloes,25.8,3.52,132,4762,4373,465,1098,833,143,18,104,441,73,55,253,617,0.251,0.296,0.363,0.659,1589,81,38,66,32,25
1967,Pacific,Nankai Hawks,28.1,3.38,133,4815,4385,450,1030,749,152,21,108,428,90,43,310,707,0.235,0.289,0.353,0.642,1548,87,32,65,23,23
1967,Pacific,Tokyo Orions,26.3,3.38,137,5053,4556,463,1093,814,167,25,87,423,115,56,327,728,0.24,0.296,0.345,0.641,1571,76,44,102,24,20
1967,Pacific,Nishitetsu Lions,27.9,2.91,140,5008,4569,407,1014,742,154,20,98,387,99,61,315,901,0.222,0.276,0.329,0.605,1502,90,37,66,21,20
1968,Central,Yomiuri Giants,28,4.87,134,5131,4529,652,1186,784,189,36,177,628,133,48,446,742,0.262,0.332,0.437,0.769,1978,92,50,70,36,37
1968,Central,Chunichi Dragons,27.1,3.72,134,5034,4610,499,1134,789,187,16,142,474,57,48,295,796,0.246,0.295,0.386,0.681,1779,99,36,68,25,15
1968,Central,Taiyo Whales,27.3,3.71,133,4868,4418,493,1044,724,166,23,131,455,63,48,321,834,0.236,0.292,0.373,0.665,1649,103,32,77,20,10
1968,Central,Sankei Atoms,27.3,3.71,134,5017,4479,497,1069,762,153,24,130,477,67,55,380,890,0.239,0.302,0.371,0.672,1660,73,35,98,25,26
1968,Central,Hanshin Tigers,28,3.36,133,4878,4419,447,1014,699,174,22,119,432,34,27,334,779,0.23,0.288,0.36,0.647,1589,98,36,65,24,26
1968,Central,Hiroshima Toyo Carp,28,3.13,134,4809,4318,420,966,692,151,11,112,402,104,61,366,777,0.224,0.289,0.342,0.63,1475,97,40,58,27,19
1968,Pacific,Tokyo Orions,27.4,4.16,139,5289,4794,578,1254,884,196,19,155,552,80,52,339,723,0.262,0.314,0.407,0.722,1953,89,46,76,34,32
1968,Pacific,Nankai Hawks,29.7,4.03,136,5073,4491,548,1090,769,161,33,127,515,109,39,415,683,0.243,0.309,0.378,0.687,1698,79,35,92,40,58
1968,Pacific,Hankyu Braves,27.1,4.01,134,4936,4389,538,1062,715,177,16,154,517,122,55,396,684,0.242,0.309,0.395,0.704,1733,70,51,58,42,24
1968,Pacific,Toei Flyers,26.3,3.5,135,4965,4516,472,1119,847,134,20,118,454,61,58,311,635,0.248,0.3,0.365,0.664,1647,92,33,83,22,38
1968,Pacific,Nishitetsu Lions,25.5,3.49,133,4963,4393,464,1043,760,157,16,110,439,107,54,398,829,0.237,0.305,0.356,0.661,1562,71,42,100,30,43
1968,Pacific,Osaka Kintetsu Buffaloes,26.9,3.12,135,4911,4424,421,1034,774,157,19,84,398,151,64,326,630,0.234,0.29,0.335,0.625,1481,79,37,98,26,44
1969,Central,Yomiuri Giants,28.2,4.61,130,4995,4425,599,1163,820,181,15,147,570,89,45,414,686,0.263,0.33,0.41,0.741,1815,96,49,74,33,23
1969,Central,Sankei Atoms,27.5,3.81,130,4811,4304,495,1050,727,175,9,139,475,45,42,347,767,0.244,0.306,0.386,0.692,1660,88,46,92,22,19
1969,Central,Chunichi Dragons,27.1,3.56,130,4772,4356,463,1008,677,163,23,145,438,56,51,296,810,0.231,0.284,0.379,0.663,1652,86,33,64,23,20
1969,Central,Taiyo Whales,27.5,3.42,130,4766,4331,444,1034,719,175,15,125,424,39,47,309,741,0.239,0.292,0.373,0.665,1614,87,30,71,25,15
1969,Central,Hiroshima Toyo Carp,27.7,3.18,130,4697,4235,414,938,694,117,6,121,383,101,53,310,783,0.222,0.284,0.338,0.621,1430,101,63,76,13,18
1969,Central,Hanshin Tigers,27.3,3.09,130,4693,4283,402,952,683,141,14,114,385,34,45,308,861,0.222,0.28,0.342,0.622,1463,99,41,46,15,12
1969,Pacific,Lotte Orions,27.1,4.27,130,4849,4400,555,1146,820,161,23,142,529,112,56,297,667,0.261,0.311,0.404,0.715,1779,78,42,68,42,17
1969,Pacific,Hankyu Braves,27,4.18,130,4762,4302,543,1091,753,170,14,154,513,128,34,344,614,0.254,0.312,0.407,0.719,1751,95,31,61,24,19
1969,Pacific,Toei Flyers,26.4,3.75,130,4865,4434,488,1125,823,160,26,116,459,84,31,290,610,0.254,0.305,0.38,0.685,1685,91,44,80,17,36
1969,Pacific,Osaka Kintetsu Buffaloes,25.4,3.71,130,4751,4261,482,1035,753,137,27,118,455,120,50,324,593,0.243,0.3,0.371,0.671,1580,75,36,105,25,32
1969,Pacific,Nishitetsu Lions,25.7,3.19,131,4678,4250,418,957,678,147,13,119,405,55,37,284,709,0.225,0.281,0.35,0.631,1487,86,54,67,23,11
1969,Pacific,Nankai Hawks,28.8,3.15,130,4730,4303,409,1035,808,122,20,85,380,97,39,298,574,0.241,0.293,0.337,0.63,1452,105,32,65,32,17
1970,Central,Yomiuri Giants,28.3,3.84,130,4760,4261,499,1023,711,164,17,131,474,77,54,382,584,0.24,0.304,0.379,0.683,1614,77,21,65,31,42
1970,Central,Chunichi Dragons,26.5,3.35,130,4682,4246,435,994,713,141,22,118,407,55,43,278,713,0.234,0.288,0.361,0.649,1533,97,52,82,24,18
1970,Central,Hanshin Tigers,28.4,3.35,130,4821,4300,435,1053,750,173,20,110,411,54,48,334,780,0.245,0.305,0.371,0.676,1596,70,45,118,24,26
1970,Central,Taiyo Whales,27.7,3.35,130,4645,4195,436,1011,733,155,17,106,408,54,47,279,711,0.241,0.293,0.362,0.655,1518,76,35,116,20,18
1970,Central,Hiroshima Toyo Carp,26.6,3.02,130,4663,4175,393,945,706,117,14,108,377,109,81,336,791,0.226,0.292,0.339,0.631,1414,84,62,69,21,26
1970,Central,Yakult Atoms,27.4,2.58,130,4641,4214,336,907,685,130,23,69,319,62,55,278,832,0.215,0.268,0.306,0.574,1290,81,33,97,19,22
1970,Pacific,Lotte Orions,28.2,4.61,130,4830,4304,599,1132,783,162,21,166,566,141,74,360,663,0.263,0.322,0.426,0.748,1834,71,36,89,41,21
1970,Pacific,Nankai Hawks,28.5,4.53,130,4932,4425,589,1127,800,168,12,147,566,84,32,404,623,0.255,0.319,0.398,0.717,1760,82,31,40,32,21
1970,Pacific,Hankyu Braves,27.1,4.31,130,4826,4275,560,1043,729,184,14,116,526,190,54,406,622,0.244,0.312,0.375,0.687,1603,80,36,67,42,8
1970,Pacific,Toei Flyers,27.2,4.01,130,4834,4345,521,1100,784,144,25,147,501,110,59,344,628,0.253,0.312,0.399,0.711,1735,82,43,67,35,19
1970,Pacific,Osaka Kintetsu Buffaloes,25.5,3.26,130,4716,4233,424,987,705,154,20,108,408,152,66,313,681,0.233,0.29,0.356,0.646,1505,63,37,109,24,25
1970,Pacific,Nishitetsu Lions,26.3,3.21,130,4703,4253,417,956,681,129,9,137,404,107,54,311,749,0.225,0.284,0.356,0.64,1514,69,47,70,22,19
1971,Central,Yomiuri Giants,28.3,4.14,130,4885,4261,538,1077,751,178,25,123,511,149,62,460,565,0.253,0.331,0.393,0.724,1674,92,51,81,32,40
1971,Central,Chunichi Dragons,26.6,3.36,130,4700,4218,437,954,665,146,16,127,420,104,60,351,715,0.226,0.29,0.359,0.648,1513,89,35,74,22,30
1971,Central,Yakult Atoms,26.9,3.28,130,4720,4241,427,993,709,168,22,94,403,81,58,305,713,0.234,0.29,0.351,0.641,1487,72,43,102,29,27
1971,Central,Hiroshima Toyo Carp,26,3.25,130,4721,4189,422,976,738,139,10,89,400,104,58,368,645,0.233,0.302,0.335,0.637,1402,104,59,81,24,22
1971,Central,Taiyo Whales,28.5,2.79,130,4635,4166,363,898,682,121,13,82,338,78,49,307,629,0.216,0.273,0.31,0.583,1291,92,33,107,22,20
1971,Central,Hanshin Tigers,27.8,2.56,130,4627,4170,333,919,700,108,10,101,320,68,39,311,749,0.22,0.28,0.324,0.603,1350,82,38,92,16,25
1971,Pacific,Hankyu Braves,27.7,5.15,130,4998,4384,669,1195,834,179,16,166,638,184,60,446,515,0.273,0.345,0.434,0.779,1904,103,58,70,40,32
1971,Pacific,Lotte Orions,28.9,5.03,130,4923,4425,654,1194,818,163,20,193,625,124,59,364,628,0.27,0.329,0.447,0.776,1976,89,44,55,35,33
1971,Pacific,Nankai Hawks,28,4.72,130,4940,4455,614,1157,818,166,17,156,587,94,29,354,583,0.26,0.321,0.41,0.73,1825,105,58,47,26,19
1971,Pacific,Toei Flyers,27,3.67,130,4898,4412,477,1065,771,140,23,131,453,106,59,352,643,0.241,0.301,0.373,0.674,1644,105,37,73,24,39
1971,Pacific,Osaka Kintetsu Buffaloes,26.6,3.61,130,4675,4209,469,1016,736,116,13,151,447,109,80,327,596,0.241,0.299,0.383,0.682,1611,93,30,78,31,28
1971,Pacific,Nishitetsu Lions,26.1,3.27,130,4737,4295,425,992,713,153,12,114,394,113,48,291,705,0.231,0.285,0.352,0.637,1511,84,46,74,31,18
1972,Central,Yomiuri Giants,29.8,4.52,130,4931,4311,587,1097,784,138,17,158,562,102,48,470,494,0.255,0.332,0.404,0.736,1743,120,45,75,30,50
1972,Central,Yakult Atoms,28,4.08,130,4887,4313,530,1094,756,196,27,115,499,102,72,383,702,0.254,0.318,0.392,0.709,1689,76,37,120,34,44
1972,Central,Hiroshima Toyo Carp,26.8,3.71,130,4939,4372,482,1092,795,171,9,117,469,73,55,387,692,0.25,0.319,0.373,0.692,1632,105,65,91,24,24
1972,Central,Taiyo Whales,29.3,3.7,130,4731,4274,481,1036,736,150,15,135,466,44,31,346,629,0.242,0.301,0.379,0.681,1621,131,24,65,22,18
1972,Central,Hanshin Tigers,27.9,3.62,130,4808,4317,470,1032,721,168,18,125,449,45,44,369,769,0.239,0.302,0.373,0.676,1611,109,31,71,20,45
1972,Central,Chunichi Dragons,26.9,3.48,130,4740,4256,452,988,705,140,20,123,429,55,58,364,688,0.232,0.296,0.361,0.657,1537,115,34,62,24,24
1972,Pacific,Toei Flyers,27.3,4.58,130,4913,4330,595,1169,820,184,16,149,570,96,57,396,487,0.27,0.337,0.423,0.76,1832,114,57,95,35,32
1972,Pacific,Hankyu Braves,28,4.57,130,4923,4275,594,1113,745,174,27,167,563,202,72,478,591,0.26,0.339,0.431,0.77,1842,97,51,76,43,30
1972,Pacific,Lotte Orions,27.8,4.48,130,4902,4414,583,1166,810,191,17,148,553,127,60,380,654,0.264,0.325,0.416,0.741,1835,96,35,42,31,30
1972,Pacific,Nankai Hawks,29,3.94,130,4849,4357,512,1102,803,150,16,133,496,102,29,345,594,0.253,0.312,0.386,0.698,1683,89,45,62,40,24
1972,Pacific,Osaka Kintetsu Buffaloes,27.4,3.74,130,4823,4315,486,1071,784,153,11,123,465,90,57,343,535,0.248,0.307,0.374,0.681,1615,81,33,105,27,29
1972,Pacific,Nishitetsu Lions,26.2,3.38,130,4748,4236,439,1023,739,157,17,110,412,97,54,342,620,0.242,0.307,0.365,0.671,1544,99,66,79,25,14
1973,Central,Yomiuri Giants,30.1,4.35,130,4912,4318,565,1094,778,150,17,149,540,77,33,442,598,0.253,0.325,0.4,0.724,1725,91,29,91,32,54
1973,Central,Chunichi Dragons,27.1,3.39,130,4766,4248,441,1027,757,152,10,108,419,82,59,365,645,0.242,0.307,0.359,0.665,1523,120,44,83,26,23
1973,Central,Hanshin Tigers,28.1,3.33,130,4809,4263,433,998,737,135,11,115,417,41,33,381,753,0.234,0.302,0.352,0.653,1500,93,40,103,22,48
1973,Central,Taiyo Whales,29.7,3.25,130,4749,4318,423,1049,775,140,9,125,399,45,29,303,630,0.243,0.296,0.366,0.662,1582,125,33,67,28,19
1973,Central,Hiroshima Toyo Carp,27.5,3,130,4723,4198,390,938,681,135,18,104,365,59,49,389,703,0.223,0.293,0.339,0.632,1421,103,34,81,21,36
1973,Central,Yakult Atoms,27.8,2.9,130,4668,4189,377,957,715,148,16,78,359,60,61,307,683,0.229,0.283,0.327,0.61,1371,89,20,130,22,31
1973,Pacific,Hankyu Braves,28.1,4.96,130,5075,4382,645,1184,834,172,27,151,610,202,63,524,585,0.27,0.352,0.425,0.777,1863,105,51,78,40,25
1973,Pacific,Lotte Orions,28.2,4.22,130,4847,4305,548,1138,820,154,25,139,518,112,81,374,528,0.264,0.328,0.409,0.737,1759,84,45,104,19,19
1973,Pacific,Nitaku Home Flyers,27.5,3.93,130,4903,4325,511,1097,822,132,10,133,483,91,54,426,489,0.254,0.324,0.381,0.705,1648,102,43,73,36,33
1973,Pacific,Nankai Hawks,28.6,3.91,130,4875,4363,508,1135,857,155,10,113,483,103,47,390,545,0.26,0.323,0.378,0.701,1649,137,31,59,32,21
1973,Pacific,Taiheiyo Club Lions,28.4,3.84,130,4816,4224,499,1011,743,134,18,116,470,106,60,398,658,0.239,0.312,0.362,0.674,1529,77,67,85,42,28
1973,Pacific,Osaka Kintetsu Buffaloes,27,3.26,130,4719,4281,424,1015,748,138,16,113,409,77,45,290,563,0.237,0.291,0.356,0.647,1524,92,46,78,24,17
1974,Central,Yomiuri Giants,29.6,4.53,130,4854,4222,589,1070,732,157,22,159,570,64,40,460,635,0.253,0.332,0.414,0.746,1748,105,57,80,35,56
1974,Central,Chunichi Dragons,27.6,4.32,130,4812,4310,561,1137,788,186,13,150,538,61,57,354,670,0.264,0.324,0.417,0.741,1799,116,40,81,27,17
1974,Central,Taiyo Whales,30,4.06,130,4778,4354,528,1155,845,149,18,143,501,76,44,327,578,0.265,0.319,0.406,0.725,1769,121,24,53,20,18
1974,Central,Hanshin Tigers,27.5,3.52,130,4739,4180,457,992,679,156,21,136,444,41,36,395,713,0.237,0.311,0.382,0.693,1598,104,60,83,21,38
1974,Central,Hiroshima Toyo Carp,28,3.5,128,4664,4235,448,1025,740,146,12,127,429,49,40,292,677,0.242,0.296,0.372,0.668,1576,121,43,72,22,23
1974,Central,Yakult Swallows,28.2,3.48,130,4718,4225,453,986,691,167,17,111,426,94,61,354,679,0.233,0.296,0.36,0.656,1520,78,30,87,22,34
1974,Pacific,Hankyu Braves,28.6,4.44,130,4773,4183,577,1079,761,172,21,125,541,228,90,430,616,0.258,0.33,0.399,0.729,1668,89,37,87,36,14
1974,Pacific,Lotte Orions,28.5,4.15,130,4814,4290,539,1135,807,176,38,114,514,111,59,359,530,0.265,0.324,0.403,0.727,1729,81,29,108,28,22
1974,Pacific,Nankai Hawks,28.6,3.88,130,4763,4271,504,1049,724,175,26,124,472,111,42,370,576,0.246,0.307,0.386,0.693,1648,103,25,56,41,31
1974,Pacific,Osaka Kintetsu Buffaloes,26.6,3.63,130,4676,4076,472,937,680,115,11,131,449,128,63,450,639,0.23,0.311,0.36,0.671,1467,94,45,77,28,23
1974,Pacific,Nippon Ham Flyers,27.9,3.63,130,4789,4218,472,1039,772,152,19,96,445,134,62,385,513,0.246,0.314,0.36,0.674,1517,87,47,110,29,29
1974,Pacific,Taiheiyo Club Lions,28.8,3.35,130,4756,4197,436,988,748,141,9,90,410,88,59,398,615,0.235,0.307,0.338,0.644,1417,75,42,97,22,20
1975,Central,Chunichi Dragons,28.7,4.01,130,4809,4324,521,1173,847,176,17,133,511,76,60,345,625,0.271,0.329,0.412,0.741,1782,106,42,72,26,36
1975,Central,Hiroshima Toyo Carp,28.6,3.92,130,4723,4281,510,1096,791,159,15,131,489,124,53,330,537,0.256,0.313,0.392,0.705,1678,101,36,46,30,33
1975,Central,Taiyo Whales,30,3.72,130,4774,4350,484,1084,782,146,19,137,467,78,48,298,655,0.249,0.301,0.386,0.687,1679,96,29,80,17,22
1975,Central,Hanshin Tigers,28.9,3.67,130,4832,4273,477,1076,766,151,31,128,465,31,35,417,658,0.252,0.323,0.392,0.715,1673,115,48,67,27,44
1975,Central,Yomiuri Giants,29,3.64,130,4785,4191,473,987,726,126,18,117,453,63,38,439,694,0.236,0.314,0.358,0.672,1500,87,51,75,29,42
1975,Central,Yakult Swallows,28.9,3.36,130,4808,4317,437,1057,788,152,16,101,407,69,54,336,662,0.245,0.304,0.358,0.662,1544,99,43,86,26,34
1975,Pacific,Hankyu Braves,28.4,4.16,130,4819,4304,541,1105,780,163,19,143,513,174,79,401,621,0.257,0.324,0.403,0.727,1735,94,37,49,28,15
1975,Pacific,Taiheiyo Club Lions,30.7,4.08,130,4914,4367,530,1139,834,156,14,135,504,95,61,370,451,0.261,0.325,0.396,0.72,1728,101,57,90,30,13
1975,Pacific,Nankai Hawks,28.5,4.03,130,4875,4371,524,1074,796,149,27,102,500,140,49,381,505,0.246,0.31,0.362,0.672,1583,93,41,46,36,20
1975,Pacific,Lotte Orions,27.9,3.95,130,4771,4344,514,1124,830,154,32,108,479,130,64,279,502,0.259,0.308,0.384,0.691,1666,82,39,81,28,12
1975,Pacific,Osaka Kintetsu Buffaloes,27.2,3.83,130,4851,4269,498,1050,779,137,19,115,483,80,46,416,539,0.246,0.316,0.368,0.684,1570,82,40,88,38,19
1975,Pacific,Nippon Ham Fighters,28.2,3.52,130,4797,4343,458,1119,866,139,14,100,426,81,51,292,465,0.258,0.306,0.365,0.671,1586,106,25,104,33,18
1976,Central,Yomiuri Giants,30.6,5.08,130,5036,4402,661,1232,845,193,27,167,632,79,30,447,590,0.28,0.351,0.45,0.801,1980,76,58,89,40,45
1976,Central,Hanshin Tigers,28,4.63,130,4792,4251,602,1095,706,174,22,193,575,77,38,416,698,0.258,0.326,0.445,0.771,1892,101,32,60,33,27
1976,Central,Hiroshima Toyo Carp,29,4.51,130,4824,4322,586,1169,785,191,24,169,572,86,55,356,621,0.271,0.329,0.443,0.772,1915,121,36,75,35,31
1976,Central,Chunichi Dragons,28.5,3.99,130,4842,4382,519,1164,811,198,17,138,492,50,43,322,715,0.266,0.32,0.413,0.733,1810,105,42,69,27,12
1976,Central,Yakult Swallows,29,3.88,130,4782,4256,504,1106,797,163,18,128,478,41,46,373,642,0.26,0.324,0.397,0.721,1689,111,41,90,22,28
1976,Central,Taiyo Whales,28.8,3.71,130,4757,4326,482,1108,737,186,13,172,467,51,36,300,689,0.256,0.308,0.424,0.732,1836,99,32,74,25,17
1976,Pacific,Hankyu Braves,29.1,4.2,130,4771,4254,546,1091,764,159,29,139,518,112,63,373,616,0.257,0.32,0.406,0.726,1725,96,44,63,37,13
1976,Pacific,Nankai Hawks,29,3.76,130,4717,4262,489,1102,832,145,28,97,468,147,52,305,496,0.259,0.314,0.374,0.688,1594,99,57,51,42,12
1976,Pacific,Nippon Ham Fighters,29.3,3.72,130,4769,4324,484,1115,820,163,25,107,455,80,56,302,529,0.258,0.31,0.381,0.691,1649,104,37,74,32,13
1976,Pacific,Lotte Orions,29.5,3.66,130,4689,4255,476,1097,822,152,24,99,454,94,69,294,539,0.258,0.307,0.375,0.682,1594,91,27,74,39,8
1976,Pacific,Osaka Kintetsu Buffaloes,27.5,3.52,130,4763,4244,457,1040,781,140,17,102,431,88,51,372,623,0.245,0.31,0.358,0.668,1520,96,40,72,35,13
1976,Pacific,Taiheiyo Club Lions,28.7,3.46,130,4774,4336,450,1122,878,108,21,115,430,72,65,281,489,0.259,0.308,0.373,0.681,1617,108,38,97,22,7
1977,Central,Yomiuri Giants,30.5,4.98,130,5008,4327,648,1212,831,172,28,181,628,102,37,468,545,0.28,0.354,0.458,0.812,1983,74,47,125,41,30
1977,Central,Taiyo Whales,28.6,4.95,130,4991,4388,643,1176,796,189,15,176,625,71,39,456,820,0.268,0.34,0.438,0.778,1923,90,40,74,33,25
1977,Central,Hiroshima Toyo Carp,29.2,4.64,130,4897,4334,603,1161,789,191,18,163,577,124,47,420,709,0.268,0.335,0.433,0.768,1877,97,31,84,28,29
1977,Central,Yakult Swallows,29.7,4.56,130,4881,4315,593,1151,775,184,22,170,575,71,34,373,660,0.267,0.33,0.438,0.768,1889,84,50,109,34,34
1977,Central,Chunichi Dragons,29.6,4.42,130,4887,4376,575,1203,844,165,18,176,558,69,41,355,661,0.275,0.336,0.442,0.777,1932,105,54,82,20,15
1977,Central,Hanshin Tigers,28.9,4.29,130,4873,4311,558,1150,785,162,19,184,541,67,37,413,676,0.267,0.335,0.441,0.776,1902,108,42,85,22,25
1977,Pacific,Hankyu Buffaloes,29.7,4.38,130,4843,4357,569,1172,820,178,27,147,540,115,49,343,618,0.269,0.327,0.424,0.75,1845,90,48,62,33,18
1977,Pacific,Lotte Orions,29.7,4.05,130,4756,4320,526,1167,852,177,27,111,499,115,73,275,554,0.27,0.317,0.401,0.718,1731,89,38,86,37,13
1977,Pacific,Nankai Hawks,29.1,3.86,130,4750,4292,502,1073,793,153,19,108,479,78,43,321,525,0.25,0.306,0.37,0.676,1588,105,42,54,41,21
1977,Pacific,Nippon Ham Fighters,29.1,3.68,130,4692,4257,479,1045,754,157,21,113,458,116,57,267,596,0.246,0.296,0.372,0.668,1583,74,54,73,41,4
1977,Pacific,Crown Lighter Lions,28.3,3.6,130,4734,4293,468,1071,804,127,12,128,448,90,64,313,572,0.25,0.305,0.374,0.679,1606,92,40,63,25,12
1977,Pacific,Osaka Kintetsu Buffaloes,27.7,3.48,130,4751,4284,453,1048,794,142,20,92,423,120,65,307,639,0.245,0.301,0.352,0.652,1506,73,50,77,33,10
